denominator_id,row_id,case_id,engine,method_id,route_id,planned,preflight_status,expected_support,generation_input_available,retrieval_corpus_available,demo_policy_available,rule_pool_available,output_contract_available,engine_supported_by_method,expected_failure_bucket_if_not_supported,notes
common_core_v0_40_same_engine_120,PORT_0004:mysql,PORT_0004,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0004:spark,PORT_0004,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0005:pg,PORT_0005,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0005:mysql,PORT_0005,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0005:spark,PORT_0005,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0008:pg,PORT_0008,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0008:mysql,PORT_0008,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0008:spark,PORT_0008,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0012:pg,PORT_0012,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0012:mysql,PORT_0012,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0012:spark,PORT_0012,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0013:pg,PORT_0013,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0013:mysql,PORT_0013,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0013:spark,PORT_0013,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0022:pg,PORT_0022,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0022:mysql,PORT_0022,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0022:spark,PORT_0022,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0024:pg,PORT_0024,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0024:mysql,PORT_0024,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0024:spark,PORT_0024,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0025:pg,PORT_0025,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0025:mysql,PORT_0025,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,PORT_0025:spark,PORT_0025,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0011:pg,LONGTAIL_0011,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0011:mysql,LONGTAIL_0011,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0011:spark,LONGTAIL_0011,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0012:pg,LONGTAIL_0012,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0012:mysql,LONGTAIL_0012,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0012:spark,LONGTAIL_0012,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0013:pg,LONGTAIL_0013,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0013:mysql,LONGTAIL_0013,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0013:spark,LONGTAIL_0013,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0022:pg,LONGTAIL_0022,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0022:mysql,LONGTAIL_0022,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0022:spark,LONGTAIL_0022,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0023:pg,LONGTAIL_0023,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0023:mysql,LONGTAIL_0023,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0023:spark,LONGTAIL_0023,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0024:pg,LONGTAIL_0024,pg,r_bot,r_bot_same_engine_rewrite,true,pg_partial_route_not_120_ready,historical_bounded_pg_only,true_manifest_present,false,false,false,false,historical_bounded_pg_only,unknown_not_recovered,stage1_preflight_only;historical_pg_partial_evidence;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0024:mysql,LONGTAIL_0024,mysql,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
common_core_v0_40_same_engine_120,LONGTAIL_0024:spark,LONGTAIL_0024,spark,r_bot,r_bot_same_engine_rewrite,true,non_pg_boundary_only_not_120_ready,UNKNOWN_NOT_RECOVERED,true_manifest_present,false,false,false,false,UNKNOWN_NOT_RECOVERED,unsupported,stage1_preflight_only;non_pg_boundary_only;retrieval_demo_rule_output_contract_blocked
