row_id,case_id,pool,engine,denominator_id,method_id,route_id,final_row_source,original_exact,repair_attempted,repair_blocked,repair_generated,repair_executed,repair_exact,final_exact,final_failure_category,final_candidate_sql_artifact,notes
perf_0035__pg__direct_llm_same_engine_rewrite,PERF_0035,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0035/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0035__spark__direct_llm_same_engine_rewrite,PERF_0035,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0035/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0052__mysql__direct_llm_same_engine_rewrite,PERF_0052,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0052/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0052__pg__direct_llm_same_engine_rewrite,PERF_0052,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0052/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0052__spark__direct_llm_same_engine_rewrite,PERF_0052,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0052/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0054__mysql__direct_llm_same_engine_rewrite,PERF_0054,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0054/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0054__pg__direct_llm_same_engine_rewrite,PERF_0054,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0054/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0054__spark__direct_llm_same_engine_rewrite,PERF_0054,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0054/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0056__mysql__direct_llm_same_engine_rewrite,PERF_0056,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0056/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0056__pg__direct_llm_same_engine_rewrite,PERF_0056,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0056/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0056__spark__direct_llm_same_engine_rewrite,PERF_0056,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0056/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0062__mysql__direct_llm_same_engine_rewrite,PERF_0062,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0062/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0062__pg__direct_llm_same_engine_rewrite,PERF_0062,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0062/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0062__spark__direct_llm_same_engine_rewrite,PERF_0062,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0062/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0077__mysql__direct_llm_same_engine_rewrite,PERF_0077,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0077/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0077__pg__direct_llm_same_engine_rewrite,PERF_0077,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0077/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0077__spark__direct_llm_same_engine_rewrite,PERF_0077,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PERF_0077/spark/direct_llm_execute_repair_1shot.sql,Spark schema file was draft or comment-only
perf_0082__mysql__direct_llm_same_engine_rewrite,PERF_0082,performance,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0082/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0082__pg__direct_llm_same_engine_rewrite,PERF_0082,performance,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0082/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
perf_0082__spark__direct_llm_same_engine_rewrite,PERF_0082,performance,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0082/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
port_0003__mysql__direct_llm_same_engine_rewrite,PORT_0003,portability,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_blocked_preflight_gap,false,false,true,false,false,false,false,preflight_blocked_missing_feedback,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0003/mysql/direct_llm_same_engine_rewrite.sql,retained row was preflight-blocked by missing witness-data artifact; no execution or checker feedback retained
port_0003__pg__direct_llm_same_engine_rewrite,PORT_0003,portability,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0003/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
port_0003__spark__direct_llm_same_engine_rewrite,PORT_0003,portability,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_blocked_preflight_gap,false,false,true,false,false,false,false,preflight_blocked_missing_feedback,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0003/spark/direct_llm_same_engine_rewrite.sql,retained row was preflight-blocked by missing witness-data artifact; no execution or checker feedback retained
port_0004__mysql__direct_llm_same_engine_rewrite,PORT_0004,portability,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0004/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
port_0004__pg__direct_llm_same_engine_rewrite,PORT_0004,portability,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_blocked_preflight_gap,false,false,true,false,false,false,false,preflight_blocked_missing_feedback,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0004/pg/direct_llm_same_engine_rewrite.sql,retained row was preflight-blocked by missing witness-data artifact; no execution or checker feedback retained
port_0004__spark__direct_llm_same_engine_rewrite,PORT_0004,portability,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0004/spark/direct_llm_execute_repair_1shot.sql,Spark schema file was draft or comment-only; portability stress row
port_0005__mysql__direct_llm_same_engine_rewrite,PORT_0005,portability,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_blocked_preflight_gap,false,false,true,false,false,false,false,preflight_blocked_missing_feedback,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0005/mysql/direct_llm_same_engine_rewrite.sql,retained row was preflight-blocked by missing witness-data artifact; no execution or checker feedback retained
port_0005__pg__direct_llm_same_engine_rewrite,PORT_0005,portability,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0005/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
port_0005__spark__direct_llm_same_engine_rewrite,PORT_0005,portability,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_blocked_preflight_gap,false,false,true,false,false,false,false,preflight_blocked_missing_feedback,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0005/spark/direct_llm_same_engine_rewrite.sql,retained row was preflight-blocked by missing witness-data artifact; no execution or checker feedback retained
port_0008__mysql__direct_llm_same_engine_rewrite,PORT_0008,portability,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0008/mysql/direct_llm_execute_repair_1shot.sql,PostgreSQL-style quoting and casts sent to MySQL; portability stress row
port_0008__pg__direct_llm_same_engine_rewrite,PORT_0008,portability,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0008/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
port_0008__spark__direct_llm_same_engine_rewrite,PORT_0008,portability,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0008/spark/direct_llm_execute_repair_1shot.sql,Spark ParseException; portability stress row
port_0012__mysql__direct_llm_same_engine_rewrite,PORT_0012,portability,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0012/mysql/direct_llm_execute_repair_1shot.sql,PostgreSQL-style quoting and casts sent to MySQL; portability stress row
port_0012__pg__direct_llm_same_engine_rewrite,PORT_0012,portability,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0012/pg/direct_llm_same_engine_rewrite.sql,original exact row preserved
port_0012__spark__direct_llm_same_engine_rewrite,PORT_0012,portability,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0012/spark/direct_llm_execute_repair_1shot.sql,Spark ParseException; portability stress row
port_0013__mysql__direct_llm_same_engine_rewrite,PORT_0013,portability,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0013/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
port_0013__pg__direct_llm_same_engine_rewrite,PORT_0013,portability,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0013/pg/direct_llm_execute_repair_1shot.sql,MySQL-style backticks and DATE_FORMAT or DATETIME usage in PostgreSQL; portability stress row
port_0013__spark__direct_llm_same_engine_rewrite,PORT_0013,portability,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0013/spark/direct_llm_execute_repair_1shot.sql,Spark ParseException; generation watchlist row; portability stress row
port_0022__mysql__direct_llm_same_engine_rewrite,PORT_0022,portability,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0022/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
port_0022__pg__direct_llm_same_engine_rewrite,PORT_0022,portability,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0022/pg/direct_llm_execute_repair_1shot.sql,MySQL-style backticks and DATE_FORMAT or DATETIME usage in PostgreSQL; portability stress row
port_0022__spark__direct_llm_same_engine_rewrite,PORT_0022,portability,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0022/spark/direct_llm_execute_repair_1shot.sql,Spark ParseException; portability stress row
port_0024__mysql__direct_llm_same_engine_rewrite,PORT_0024,portability,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0024/mysql/direct_llm_execute_repair_1shot.sql,exact_match=false; sorted_match=false; portability stress row
port_0024__pg__direct_llm_same_engine_rewrite,PORT_0024,portability,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0024/pg/direct_llm_execute_repair_1shot.sql,MySQL-style backticks in PostgreSQL; portability stress row
port_0024__spark__direct_llm_same_engine_rewrite,PORT_0024,portability,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0024/spark/direct_llm_same_engine_rewrite.sql,original exact row preserved
port_0025__mysql__direct_llm_same_engine_rewrite,PORT_0025,portability,mysql,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,original_direct_llm_exact,true,false,false,false,false,false,true,NA_not_applicable,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0025/mysql/direct_llm_same_engine_rewrite.sql,original exact row preserved
port_0025__pg__direct_llm_same_engine_rewrite,PORT_0025,portability,pg,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0025/pg/direct_llm_execute_repair_1shot.sql,dialect-incompatible syntax in PostgreSQL; portability stress row
port_0025__spark__direct_llm_same_engine_rewrite,PORT_0025,portability,spark,common_core_v0_40_same_engine_120,direct_llm,direct_llm_execute_repair_1shot,repair_route,false,true,false,true,true,false,false,execution_failed,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PORT_0025/spark/direct_llm_execute_repair_1shot.sql,unsupported Spark datatype DATETIME; portability stress row
