row_id,case_id,pool,engine,negative_rewrite_id,false_accept,exact_match,sorted_match,evidence_artifact,audit_status,notes
PORT_0008__spark__rewrite_neg_01,PORT_0008,portability,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0008__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0012__pg__NA_not_applicable,PORT_0012,portability,pg,NA_not_applicable,NA_not_runnable,NA_not_applicable,NA_not_applicable,NA_not_created,not_runnable,not_applicable_source_reference_engine
PORT_0012__mysql__rewrite_neg_01,PORT_0012,portability,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0012__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0012__spark__rewrite_neg_01,PORT_0012,portability,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0012__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0013__pg__rewrite_neg_01,PORT_0013,portability,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0013__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0013__mysql__NA_not_applicable,PORT_0013,portability,mysql,NA_not_applicable,NA_not_runnable,NA_not_applicable,NA_not_applicable,NA_not_created,not_runnable,not_applicable_source_reference_engine
PORT_0013__spark__rewrite_neg_02_spark,PORT_0013,portability,spark,rewrite_neg_02_spark,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0013__spark__rewrite_neg_02_spark/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0022__pg__rewrite_neg_01,PORT_0022,portability,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0022__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0022__mysql__NA_not_applicable,PORT_0022,portability,mysql,NA_not_applicable,NA_not_runnable,NA_not_applicable,NA_not_applicable,NA_not_created,not_runnable,not_applicable_source_reference_engine
PORT_0022__spark__rewrite_neg_01,PORT_0022,portability,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0022__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0024__pg__rewrite_neg_01,PORT_0024,portability,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0024__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0024__mysql__NA_not_applicable,PORT_0024,portability,mysql,NA_not_applicable,NA_not_runnable,NA_not_applicable,NA_not_applicable,NA_not_created,not_runnable,not_applicable_source_reference_engine
PORT_0024__spark__rewrite_neg_01,PORT_0024,portability,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0024__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0025__pg__rewrite_neg_01,PORT_0025,portability,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0025__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
PORT_0025__mysql__NA_not_applicable,PORT_0025,portability,mysql,NA_not_applicable,NA_not_runnable,NA_not_applicable,NA_not_applicable,NA_not_created,not_runnable,not_applicable_source_reference_engine
PORT_0025__spark__rewrite_neg_01,PORT_0025,portability,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/PORT_0025__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0011__pg__rewrite_neg_01,LONGTAIL_0011,longtail,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0011__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0011__mysql__rewrite_neg_01,LONGTAIL_0011,longtail,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0011__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0011__spark__rewrite_neg_01,LONGTAIL_0011,longtail,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0011__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0012__pg__rewrite_neg_01,LONGTAIL_0012,longtail,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0012__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0012__mysql__rewrite_neg_01,LONGTAIL_0012,longtail,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0012__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0012__spark__rewrite_neg_01,LONGTAIL_0012,longtail,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0012__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0013__pg__rewrite_neg_01,LONGTAIL_0013,longtail,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0013__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0013__mysql__rewrite_neg_01,LONGTAIL_0013,longtail,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0013__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0013__spark__rewrite_neg_01,LONGTAIL_0013,longtail,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0013__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0022__pg__rewrite_neg_01,LONGTAIL_0022,longtail,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0022__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0022__mysql__rewrite_neg_01,LONGTAIL_0022,longtail,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0022__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0022__spark__rewrite_neg_01,LONGTAIL_0022,longtail,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0022__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0023__pg__rewrite_neg_01,LONGTAIL_0023,longtail,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0023__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0023__mysql__rewrite_neg_01,LONGTAIL_0023,longtail,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0023__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0023__spark__rewrite_neg_01,LONGTAIL_0023,longtail,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0023__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0024__pg__rewrite_neg_01,LONGTAIL_0024,longtail,pg,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0024__pg__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0024__mysql__rewrite_neg_01,LONGTAIL_0024,longtail,mysql,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0024__mysql__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
LONGTAIL_0024__spark__rewrite_neg_01,LONGTAIL_0024,longtail,spark,rewrite_neg_01,false,false,false,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0024__spark__rewrite_neg_01/result_check.json,audited_no_false_accept,negative rewrite differs from source under retained checker policy
