candidate_id,case_id,pool,engine,method_id,route_id,outcome_type_hint,plan_side,plan_artifact,normalized_tags,tag_families_present,plan_parse_success,feature_parse_success,root_node_type,node_count,scan_node_count,join_node_count,aggregate_node_count,sort_node_count,materialize_node_count,planning_time_ms,execution_time_ms,total_actual_time_root_ms,total_shared_blks_hit,total_shared_blks_read,total_shared_blks_dirtied,total_shared_blks_written,root_plan_rows,root_actual_rows,root_total_cost,max_row_estimate_error_node_type,max_row_estimate_error_ratio,main_operator_families,scan_types,join_types,aggregate_types,sort_types,materialize_types
direct_llm__direct_llm_same_engine_rewrite__PERF_0082__pg,PERF_0082,performance,pg,direct_llm,direct_llm_same_engine_rewrite,speedup,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_same_engine_rewrite__PERF_0082__pg/source_plan.json,plan_operator:delta_relevant:materialize|plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|rewrite_opportunity:primary:join_reorder|rewrite_opportunity:secondary:predicate_pushdown|workload_realism:source_inherited:classic_analytical_baseline|workload_realism:source_inherited:real_data_correlation,plan_operator|rewrite_opportunity|workload_realism,true,true,Aggregate,14,5,4,1,0,1,0.664,0.177,0.124,31,0,0,0,1,1,158.139999999999986,Seq Scan,2550,"scan,join,aggregate,materialize,other",Seq Scan,"Hash Join,Nested Loop",Aggregate,,Materialize
direct_llm__direct_llm_same_engine_rewrite__PERF_0082__pg,PERF_0082,performance,pg,direct_llm,direct_llm_same_engine_rewrite,speedup,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_same_engine_rewrite__PERF_0082__pg/rewrite_plan.json,plan_operator:delta_relevant:materialize|plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|rewrite_opportunity:primary:join_reorder|rewrite_opportunity:secondary:predicate_pushdown|workload_realism:source_inherited:classic_analytical_baseline|workload_realism:source_inherited:real_data_correlation,plan_operator|rewrite_opportunity|workload_realism,true,true,Aggregate,14,5,4,1,0,0,0.622,0.162,0.113,31,0,0,0,1,1,157.77000000000001,Seq Scan,2550,"scan,join,aggregate,other",Seq Scan,Hash Join,Aggregate,,
direct_llm__direct_llm_same_engine_rewrite__PORT_0003__pg,PORT_0003,portability,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_same_engine_rewrite__PORT_0003__pg/source_plan.json,plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:identifier_quoting|portability:confirmed:limit_fetch_gap|portability:confirmed:null_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:order_limit_simplification|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|workload_realism,true,true,Limit,3,1,0,0,2,0,0.242,0.088,0.034,9,0,0,0,1,1,31,Sort,1200,"scan,sort",Seq Scan,,,"Limit,Sort",
direct_llm__direct_llm_same_engine_rewrite__PORT_0003__pg,PORT_0003,portability,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_same_engine_rewrite__PORT_0003__pg/rewrite_plan.json,plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:identifier_quoting|portability:confirmed:limit_fetch_gap|portability:confirmed:null_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:order_limit_simplification|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|workload_realism,true,true,Limit,3,1,0,0,2,0,0.236,0.071,0.029,9,0,0,0,1,1,31,Sort,1200,"scan,sort",Seq Scan,,,"Limit,Sort",
direct_llm__direct_llm_same_engine_rewrite__PORT_0005__pg,PORT_0005,portability,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_same_engine_rewrite__PORT_0005__pg/source_plan.json,plan_operator:present:filter|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:identifier_quoting|portability:confirmed:limit_fetch_gap|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:order_limit_simplification|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|workload_realism,true,true,Limit,3,1,0,0,2,0,0.233,0.085,0.033,9,0,0,0,1,1,27.969999999999999,Sort,1194,"scan,sort",Seq Scan,,,"Limit,Sort",
direct_llm__direct_llm_same_engine_rewrite__PORT_0005__pg,PORT_0005,portability,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_same_engine_rewrite__PORT_0005__pg/rewrite_plan.json,plan_operator:present:filter|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:identifier_quoting|portability:confirmed:limit_fetch_gap|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:order_limit_simplification|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|workload_realism,true,true,Limit,3,1,0,0,2,0,0.227,0.074,0.028,9,0,0,0,1,1,27.969999999999999,Sort,1194,"scan,sort",Seq Scan,,,"Limit,Sort",
direct_llm__direct_llm_same_engine_rewrite__PORT_0008__pg,PORT_0008,portability,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_same_engine_rewrite__PORT_0008__pg/source_plan.json,plan_operator:present:filter|plan_operator:present:join|plan_operator:present:scan|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:function_normalization|sql_feature:primary:date_time_function|sql_feature:secondary:expression_complexity|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Hash Join,4,2,1,0,0,0,0.428,0.068,0.047,5,0,0,0,7,1,51.18,Seq Scan,680,"scan,join,other",Seq Scan,Hash Join,,,
direct_llm__direct_llm_same_engine_rewrite__PORT_0008__pg,PORT_0008,portability,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_same_engine_rewrite__PORT_0008__pg/rewrite_plan.json,plan_operator:present:filter|plan_operator:present:join|plan_operator:present:scan|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:function_normalization|sql_feature:primary:date_time_function|sql_feature:secondary:expression_complexity|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Hash Join,4,2,1,0,0,0,0.421,0.06,0.04,5,0,0,0,7,1,51.18,Seq Scan,680,"scan,join,other",Seq Scan,Hash Join,,,
direct_llm__direct_llm_same_engine_rewrite__PORT_0012__pg,PORT_0012,portability,pg,direct_llm,direct_llm_same_engine_rewrite,speedup,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_same_engine_rewrite__PORT_0012__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:scan|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:expression_simplification|rewrite_opportunity:secondary:function_normalization|sql_feature:primary:date_time_function|sql_feature:primary:expression_complexity|workload_realism:case_specific:complex_expression_density|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Aggregate,2,1,0,1,0,0,0.274,0.433,0.383,2,0,0,0,1,1,26.23,Seq Scan,3,"scan,aggregate",Seq Scan,,Aggregate,,
direct_llm__direct_llm_same_engine_rewrite__PORT_0012__pg,PORT_0012,portability,pg,direct_llm,direct_llm_same_engine_rewrite,speedup,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_same_engine_rewrite__PORT_0012__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:scan|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:expression_simplification|rewrite_opportunity:secondary:function_normalization|sql_feature:primary:date_time_function|sql_feature:primary:expression_complexity|workload_realism:case_specific:complex_expression_density|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,true,true,Aggregate,2,1,0,1,0,0,0.277,0.08,0.032,2,0,0,0,1,1,24.210000000000001,Seq Scan,3,"scan,aggregate",Seq Scan,,Aggregate,,
direct_llm__direct_llm_execute_repair_1shot__LONGTAIL_0023__pg,LONGTAIL_0023,longtail,pg,direct_llm,direct_llm_execute_repair_1shot,regression,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_execute_repair_1shot__LONGTAIL_0023__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|sql_feature:secondary:expression_complexity|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,12,5,2,2,1,0,0.439,0.172,0.101,23,0,0,0,423,5,130.199999999999989,Seq Scan,224.285714285714278,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
direct_llm__direct_llm_execute_repair_1shot__LONGTAIL_0023__pg,LONGTAIL_0023,longtail,pg,direct_llm,direct_llm_execute_repair_1shot,regression,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_execute_repair_1shot__LONGTAIL_0023__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|sql_feature:secondary:expression_complexity|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,12,5,2,2,1,0,0.426,0.16,0.092,23,0,0,0,423,5,130.199999999999989,Seq Scan,224.285714285714278,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
direct_llm__direct_llm_execute_repair_1shot__PERF_0019__pg,PERF_0019,performance,pg,direct_llm,direct_llm_execute_repair_1shot,speedup,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_execute_repair_1shot__PERF_0019__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:outer_join|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,7,2,1,2,1,0,0.462,0.164,0.071,14,0,0,0,200,2,169.77000000000001,Aggregate,850,"scan,join,aggregate,sort,other",Seq Scan,Hash Join,Aggregate,Sort,
direct_llm__direct_llm_execute_repair_1shot__PERF_0019__pg,PERF_0019,performance,pg,direct_llm,direct_llm_execute_repair_1shot,speedup,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/direct_llm__direct_llm_execute_repair_1shot__PERF_0019__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:outer_join|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,7,2,1,2,1,0,0.565,0.166,0.066,14,0,0,0,200,2,169.77000000000001,Aggregate,850,"scan,join,aggregate,sort,other",Seq Scan,Hash Join,Aggregate,Sort,
sqlglot__sqlglot_optimize_same_dialect__CONS_0010__pg,CONS_0010,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__CONS_0010__pg/source_plan.json,plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:subquery|rewrite_opportunity:primary:subquery_decorrelation|sql_feature:primary:correlated_subquery,plan_operator|rewrite_opportunity|sql_feature,true,true,Seq Scan,5,3,1,0,0,1,0.374,0.077,0.048,21,0,0,0,170,2,2534.070000000000164,Seq Scan,85,"scan,join,materialize",Seq Scan,Nested Loop,,,Materialize
sqlglot__sqlglot_optimize_same_dialect__CONS_0010__pg,CONS_0010,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__CONS_0010__pg/rewrite_plan.json,plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:subquery|rewrite_opportunity:primary:subquery_decorrelation|sql_feature:primary:correlated_subquery,plan_operator|rewrite_opportunity|sql_feature,true,true,Seq Scan,5,3,1,0,0,1,0.357,0.078,0.047,21,0,0,0,170,2,2534.070000000000164,Seq Scan,85,"scan,join,materialize",Seq Scan,Nested Loop,,,Materialize
sqlglot__sqlglot_optimize_same_dialect__CONS_0011__pg,CONS_0011,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__CONS_0011__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:subquery|portability:confirmed:null_semantics_gap|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:correlated_subquery|sql_feature:primary:outer_join,plan_operator|portability|rewrite_opportunity|sql_feature,true,true,Seq Scan,5,3,1,0,0,1,0.521,0.073,0.045,15,0,0,0,170,2,47.659999999999997,Nested Loop,406,"scan,join,materialize",Seq Scan,Nested Loop,,,Materialize
sqlglot__sqlglot_optimize_same_dialect__CONS_0011__pg,CONS_0011,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__CONS_0011__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:subquery|portability:confirmed:null_semantics_gap|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:correlated_subquery|sql_feature:primary:outer_join,plan_operator|portability|rewrite_opportunity|sql_feature,true,true,Seq Scan,5,3,1,0,0,1,0.756,0.074,0.043,15,0,0,0,170,2,47.659999999999997,Nested Loop,406,"scan,join,materialize",Seq Scan,Nested Loop,,,Materialize
sqlglot__sqlglot_optimize_same_dialect__CONS_0012__pg,CONS_0012,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__CONS_0012__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:subquery|portability:confirmed:limit_fetch_gap|rewrite_opportunity:primary:order_limit_simplification|rewrite_opportunity:secondary:subquery_decorrelation|sql_feature:primary:correlated_subquery,plan_operator|portability|rewrite_opportunity|sql_feature,true,true,Seq Scan,3,2,0,0,1,0,0.343,0.047,0.032,13,0,0,0,205,2,8777.850000000000364,Seq Scan,102.5,"scan,sort",Seq Scan,,,Limit,
sqlglot__sqlglot_optimize_same_dialect__CONS_0012__pg,CONS_0012,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__CONS_0012__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:subquery|portability:confirmed:limit_fetch_gap|rewrite_opportunity:primary:order_limit_simplification|rewrite_opportunity:secondary:subquery_decorrelation|sql_feature:primary:correlated_subquery,plan_operator|portability|rewrite_opportunity|sql_feature,true,true,Seq Scan,3,2,0,0,1,0,0.331,0.042,0.026,13,0,0,0,205,2,8777.850000000000364,Seq Scan,102.5,"scan,sort",Seq Scan,,,Limit,
sqlglot__sqlglot_optimize_same_dialect__CONS_0036__pg,CONS_0036,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,regression,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__CONS_0036__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:scan|rewrite_opportunity:primary:aggregation_rewrite|rewrite_opportunity:secondary:predicate_pushdown,plan_operator|rewrite_opportunity,true,true,Aggregate,2,1,0,1,0,0,0.247,0.078,0.026,2,0,0,0,1,1,19.27,Seq Scan,2,"scan,aggregate",Seq Scan,,Aggregate,,
sqlglot__sqlglot_optimize_same_dialect__CONS_0036__pg,CONS_0036,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,regression,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__CONS_0036__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:scan|rewrite_opportunity:primary:aggregation_rewrite|rewrite_opportunity:secondary:predicate_pushdown,plan_operator|rewrite_opportunity,true,true,Aggregate,2,1,0,1,0,0,0.231,0.075,0.021,2,0,0,0,1,1,19.27,Seq Scan,2,"scan,aggregate",Seq Scan,,Aggregate,,
sqlglot__sqlglot_optimize_same_dialect__CONS_0037__pg,CONS_0037,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,regression,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__CONS_0037__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:aggregation_rewrite|sql_feature:primary:outer_join,plan_operator|rewrite_opportunity|sql_feature,true,true,Aggregate,7,2,1,1,3,0,0.349,0.119,0.063,16,0,0,0,200,2,684.669999999999959,Incremental Sort,2599,"scan,join,aggregate,sort",Seq Scan,Merge Join,Aggregate,"Incremental Sort,Sort",
sqlglot__sqlglot_optimize_same_dialect__CONS_0037__pg,CONS_0037,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,regression,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__CONS_0037__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:aggregation_rewrite|sql_feature:primary:outer_join,plan_operator|rewrite_opportunity|sql_feature,true,true,Aggregate,7,2,1,1,3,0,0.367,0.111,0.061,16,0,0,0,200,2,684.669999999999959,Incremental Sort,2599,"scan,join,aggregate,sort",Seq Scan,Merge Join,Aggregate,"Incremental Sort,Sort",
sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0011__pg,LONGTAIL_0011,longtail,pg,sqlglot,sqlglot_optimize_same_dialect,regression,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0011__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:expression_simplification|rewrite_opportunity:secondary:cte_strategy|sql_feature:primary:cte|sql_feature:primary:window_function|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,12,4,2,1,2,0,0.477,0.194,0.124,18,0,0,0,1,3,49,Seq Scan,635,"scan,join,aggregate,sort,other","CTE Scan,Seq Scan",Hash Join,Aggregate,Sort,
sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0011__pg,LONGTAIL_0011,longtail,pg,sqlglot,sqlglot_optimize_same_dialect,regression,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0011__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:expression_simplification|rewrite_opportunity:secondary:cte_strategy|sql_feature:primary:cte|sql_feature:primary:window_function|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,13,5,2,1,2,0,0.436,0.184,0.112,18,0,0,0,1,3,49.060000000000002,Seq Scan,635,"scan,join,aggregate,sort,other","CTE Scan,Seq Scan,Subquery Scan",Hash Join,Aggregate,Sort,
sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0012__pg,LONGTAIL_0012,longtail,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0012__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:subquery_in_from|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,15,4,2,2,4,0,0.521,0.246,0.122,60,0,0,0,10,3,338.079999999999984,Seq Scan,680,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,"Incremental Sort,Limit,Sort",
sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0012__pg,LONGTAIL_0012,longtail,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0012__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:subquery_in_from|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Limit,15,4,2,2,4,0,0.536,0.24,0.119,60,0,0,0,10,3,338.079999999999984,Seq Scan,680,"scan,join,aggregate,sort,other","Seq Scan,Subquery Scan",Hash Join,Aggregate,"Incremental Sort,Limit,Sort",
sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0013__pg,LONGTAIL_0013,longtail,pg,sqlglot,sqlglot_optimize_same_dialect,regression,source,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0013__pg/source_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:high_join_count|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,31,9,7,2,10,2,0.772,0.317,0.166,101,0,0,0,387,2,1410.410000000000082,Incremental Sort,4080,"scan,join,aggregate,sort,materialize,other","Seq Scan,Subquery Scan","Merge Join,Nested Loop",Aggregate,"Incremental Sort,Sort",Materialize
sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0013__pg,LONGTAIL_0013,longtail,pg,sqlglot,sqlglot_optimize_same_dialect,regression,rewrite,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0013__pg/rewrite_plan.json,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:high_join_count|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,true,true,Sort,31,9,7,2,10,2,0.746,0.368,0.208,101,0,0,0,387,2,1410.410000000000082,Incremental Sort,4080,"scan,join,aggregate,sort,materialize,other","Seq Scan,Subquery Scan","Merge Join,Nested Loop",Aggregate,"Incremental Sort,Sort",Materialize
