row_id,case_id,engine,result_check_artifact,checker_status,notes
LONGTAIL_0011__pg__rewrite_neg_01,LONGTAIL_0011,pg,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0011__pg__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0011__mysql__rewrite_neg_01,LONGTAIL_0011,mysql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0011__mysql__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0011__spark__rewrite_neg_01,LONGTAIL_0011,spark,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0011__spark__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0012__pg__rewrite_neg_01,LONGTAIL_0012,pg,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0012__pg__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0012__mysql__rewrite_neg_01,LONGTAIL_0012,mysql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0012__mysql__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0012__spark__rewrite_neg_01,LONGTAIL_0012,spark,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0012__spark__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0013__pg__rewrite_neg_01,LONGTAIL_0013,pg,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0013__pg__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0013__mysql__rewrite_neg_01,LONGTAIL_0013,mysql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0013__mysql__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0013__spark__rewrite_neg_01,LONGTAIL_0013,spark,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0013__spark__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0022__pg__rewrite_neg_01,LONGTAIL_0022,pg,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0022__pg__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0022__mysql__rewrite_neg_01,LONGTAIL_0022,mysql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0022__mysql__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0022__spark__rewrite_neg_01,LONGTAIL_0022,spark,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0022__spark__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0023__pg__rewrite_neg_01,LONGTAIL_0023,pg,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0023__pg__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0023__mysql__rewrite_neg_01,LONGTAIL_0023,mysql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0023__mysql__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0023__spark__rewrite_neg_01,LONGTAIL_0023,spark,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0023__spark__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0024__pg__rewrite_neg_01,LONGTAIL_0024,pg,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0024__pg__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0024__mysql__rewrite_neg_01,LONGTAIL_0024,mysql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0024__mysql__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
LONGTAIL_0024__spark__rewrite_neg_01,LONGTAIL_0024,spark,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/package_hard_negative_closure_01/workspaces/LONGTAIL_0024__spark__rewrite_neg_01/result_check.json,mismatch_rejected,negative rewrite differs from source under retained checker policy
