row_id,method_id,route_id,case_id,engine,backfill_scope,source_sql_artifact,candidate_sql_artifact,schema_artifact,witness_artifact,workspace,notes
sqlglot_optimize_same_dialect__CONS_0010__mysql,sqlglot,sqlglot_optimize_same_dialect,CONS_0010,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/CONS/CONS_0010/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/CONS_0010/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__LONGTAIL_0023__mysql,sqlglot,sqlglot_optimize_same_dialect,LONGTAIL_0023,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/LONGTAIL/LONGTAIL_0023/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/LONGTAIL_0023/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__LONGTAIL_0023__pg,sqlglot,sqlglot_optimize_same_dialect,LONGTAIL_0023,pg,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/LONGTAIL/LONGTAIL_0023/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/LONGTAIL_0023/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__LONGTAIL_0023__spark,sqlglot,sqlglot_optimize_same_dialect,LONGTAIL_0023,spark,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/LONGTAIL/LONGTAIL_0023/validation/spark_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/LONGTAIL_0023/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__LONGTAIL_0024__mysql,sqlglot,sqlglot_optimize_same_dialect,LONGTAIL_0024,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0024/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0024/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0024/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/LONGTAIL/LONGTAIL_0024/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/LONGTAIL_0024/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__LONGTAIL_0024__pg,sqlglot,sqlglot_optimize_same_dialect,LONGTAIL_0024,pg,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0024/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0024/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0024/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/LONGTAIL/LONGTAIL_0024/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/LONGTAIL_0024/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__LONGTAIL_0024__spark,sqlglot,sqlglot_optimize_same_dialect,LONGTAIL_0024,spark,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0024/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0024/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0024/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/LONGTAIL/LONGTAIL_0024/validation/spark_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/LONGTAIL_0024/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0006__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0006,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0006/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0006/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0006__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0006,pg,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0006/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0006/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0006__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0006,spark,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0006/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0006/validation/spark_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0006/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0007__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0007,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0007/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0007/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0007__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0007,pg,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0007/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0007/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0007__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0007,spark,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0007/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0007/validation/spark_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0007/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0033__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0033,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0033/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0033/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0033__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0033,pg,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0033/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0033/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0033__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0033,spark,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0033/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0033/validation/spark_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0033/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0034__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0034,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0034/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0034/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0034__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0034,pg,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0034/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0034/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0034__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0034,spark,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0034/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0034/validation/spark_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0034/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0035__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0035,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0035/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0035/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0035__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0035,pg,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0035/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0035/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0035__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0035,spark,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0035/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0035/validation/spark_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0035/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0056__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0056,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0056/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0056/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0056__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0056,pg,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0056/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0056/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0056__spark,sqlglot,sqlglot_optimize_same_dialect,PERF_0056,spark,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/spark/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/spark/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0056/spark/sqlglot_optimize_same_dialect/ddl_spark.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0056/validation/spark_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0056/spark/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0077__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0077,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0077/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0077/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0077__pg,sqlglot,sqlglot_optimize_same_dialect,PERF_0077,pg,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0077/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0077/validation/pg_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0077/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
sqlglot_optimize_same_dialect__PERF_0082__mysql,sqlglot,sqlglot_optimize_same_dialect,PERF_0082,mysql,optimize_reconstructed_56,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0082/mysql/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0082/mysql/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/PERF_0082/mysql/sqlglot_optimize_same_dialect/ddl_mysql.sql,/home/tianci_gao/code/sql-rewrite-bench/cases/PERF/PERF_0082/validation/mysql_witness_data.sql,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/PERF_0082/mysql/sqlglot_optimize_same_dialect/optimize_reconstructed_56,checker/result comparison only; no SQLGlot regeneration; no timing
