selected_order,candidate_id,case_id,pool,engine,method_id,route_id,outcome_type_hint,retained_speedup,source_sql_artifact,rewrite_sql_artifact,schema_artifact,witness_data_artifact,exact_evidence_artifact,timing_source_artifact,normalized_tags,tag_families_present,selected_status,notes
23,direct_llm__direct_llm_same_engine_rewrite__PERF_0052__pg,PERF_0052,performance,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,0.9948937194314159,cases/PERF/PERF_0052/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0052/pg/direct_llm_same_engine_rewrite.sql,cases/PERF/PERF_0052/schema/ddl_pg.sql,cases/PERF/PERF_0052/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/PERF_0052/pg/direct_llm_same_engine_rewrite/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:cte_strategy|sql_feature:primary:correlated_subquery|sql_feature:primary:cte|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|rewrite_opportunity|sql_feature|workload_realism,selected_pg_ready_113,"Original Direct LLM PG exact-timed row with full row-level ledger, route-specific timing, and locatable SQL/schema/result_check artifacts."
24,direct_llm__direct_llm_same_engine_rewrite__PERF_0054__pg,PERF_0054,performance,pg,direct_llm,direct_llm_same_engine_rewrite,speedup,1.3534898582163266,cases/PERF/PERF_0054/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0054/pg/direct_llm_same_engine_rewrite.sql,cases/PERF/PERF_0054/schema/ddl_pg.sql,cases/PERF/PERF_0054/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/PERF_0054/pg/direct_llm_same_engine_rewrite/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:limit_fetch_gap|rewrite_opportunity:primary:join_reorder|rewrite_opportunity:secondary:predicate_pushdown|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|portability|rewrite_opportunity|workload_realism,selected_pg_ready_113,"Original Direct LLM PG exact-timed row with full row-level ledger, route-specific timing, and locatable SQL/schema/result_check artifacts."
25,direct_llm__direct_llm_same_engine_rewrite__PERF_0056__pg,PERF_0056,performance,pg,direct_llm,direct_llm_same_engine_rewrite,regression,0.7311134626836512,cases/PERF/PERF_0056/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0056/pg/direct_llm_same_engine_rewrite.sql,cases/PERF/PERF_0056/schema/ddl_pg.sql,cases/PERF/PERF_0056/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/PERF_0056/pg/direct_llm_same_engine_rewrite/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:correlated_subquery|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|rewrite_opportunity|sql_feature|workload_realism,selected_pg_ready_113,"Original Direct LLM PG exact-timed row with full row-level ledger, route-specific timing, and locatable SQL/schema/result_check artifacts."
26,direct_llm__direct_llm_same_engine_rewrite__PERF_0062__pg,PERF_0062,performance,pg,direct_llm,direct_llm_same_engine_rewrite,speedup,1.1599370236600455,cases/PERF/PERF_0062/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0062/pg/direct_llm_same_engine_rewrite.sql,cases/PERF/PERF_0062/schema/ddl_pg.sql,cases/PERF/PERF_0062/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/PERF_0062/pg/direct_llm_same_engine_rewrite/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|rewrite_opportunity:primary:predicate_pushdown|rewrite_opportunity:secondary:join_reorder|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|rewrite_opportunity|workload_realism,selected_pg_ready_113,"Original Direct LLM PG exact-timed row with full row-level ledger, route-specific timing, and locatable SQL/schema/result_check artifacts."
27,direct_llm__direct_llm_same_engine_rewrite__PERF_0077__pg,PERF_0077,performance,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,0.9827728152357875,cases/PERF/PERF_0077/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0077/pg/direct_llm_same_engine_rewrite.sql,cases/PERF/PERF_0077/schema/ddl_pg.sql,cases/PERF/PERF_0077/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/PERF_0077/pg/direct_llm_same_engine_rewrite/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:join|plan_operator:present:scan|rewrite_opportunity:primary:join_reorder|rewrite_opportunity:secondary:predicate_pushdown|workload_realism:source_inherited:classic_analytical_baseline|workload_realism:source_inherited:real_data_correlation,plan_operator|rewrite_opportunity|workload_realism,selected_pg_ready_113,"Original Direct LLM PG exact-timed row with full row-level ledger, route-specific timing, and locatable SQL/schema/result_check artifacts."
28,direct_llm__direct_llm_same_engine_rewrite__PERF_0082__pg,PERF_0082,performance,pg,direct_llm,direct_llm_same_engine_rewrite,speedup,1.3449935793480772,cases/PERF/PERF_0082/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0082/pg/direct_llm_same_engine_rewrite.sql,cases/PERF/PERF_0082/schema/ddl_pg.sql,cases/PERF/PERF_0082/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/PERF_0082/pg/direct_llm_same_engine_rewrite/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,plan_operator:delta_relevant:materialize|plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|rewrite_opportunity:primary:join_reorder|rewrite_opportunity:secondary:predicate_pushdown|workload_realism:source_inherited:classic_analytical_baseline|workload_realism:source_inherited:real_data_correlation,plan_operator|rewrite_opportunity|workload_realism,selected_pg_ready_113,"Original Direct LLM PG exact-timed row with full row-level ledger, route-specific timing, and locatable SQL/schema/result_check artifacts."
29,direct_llm__direct_llm_same_engine_rewrite__PORT_0003__pg,PORT_0003,portability,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,1.001487261176371,cases/PORT/PORT_0003/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0003/pg/direct_llm_same_engine_rewrite.sql,cases/PORT/PORT_0003/schema/ddl_pg.sql,cases/PORT/PORT_0003/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/PORT_0003/pg/direct_llm_same_engine_rewrite/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:identifier_quoting|portability:confirmed:limit_fetch_gap|portability:confirmed:null_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:order_limit_simplification|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|workload_realism,selected_pg_ready_113,"Original Direct LLM PG exact-timed row with full row-level ledger, route-specific timing, and locatable SQL/schema/result_check artifacts."
30,direct_llm__direct_llm_same_engine_rewrite__PORT_0005__pg,PORT_0005,portability,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,1.0092497761089376,cases/PORT/PORT_0005/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0005/pg/direct_llm_same_engine_rewrite.sql,cases/PORT/PORT_0005/schema/ddl_pg.sql,cases/PORT/PORT_0005/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/PORT_0005/pg/direct_llm_same_engine_rewrite/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,plan_operator:present:filter|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|portability:confirmed:identifier_quoting|portability:confirmed:limit_fetch_gap|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:order_limit_simplification|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|workload_realism,selected_pg_ready_113,"Original Direct LLM PG exact-timed row with full row-level ledger, route-specific timing, and locatable SQL/schema/result_check artifacts."
31,direct_llm__direct_llm_same_engine_rewrite__PORT_0008__pg,PORT_0008,portability,pg,direct_llm,direct_llm_same_engine_rewrite,neutral,1.0051823099329817,cases/PORT/PORT_0008/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0008/pg/direct_llm_same_engine_rewrite.sql,cases/PORT/PORT_0008/schema/ddl_pg.sql,cases/PORT/PORT_0008/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/PORT_0008/pg/direct_llm_same_engine_rewrite/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,plan_operator:present:filter|plan_operator:present:join|plan_operator:present:scan|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:function_normalization|sql_feature:primary:date_time_function|sql_feature:secondary:expression_complexity|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,selected_pg_ready_113,"Original Direct LLM PG exact-timed row with full row-level ledger, route-specific timing, and locatable SQL/schema/result_check artifacts."
32,direct_llm__direct_llm_same_engine_rewrite__PORT_0012__pg,PORT_0012,portability,pg,direct_llm,direct_llm_same_engine_rewrite,speedup,1.265542934640196,cases/PORT/PORT_0012/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0012/pg/direct_llm_same_engine_rewrite.sql,cases/PORT/PORT_0012/schema/ddl_pg.sql,cases/PORT/PORT_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_execution_01/workspaces/PORT_0012/pg/direct_llm_same_engine_rewrite/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_timing_resolved_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:filter|plan_operator:present:scan|portability:confirmed:datetime_semantics_gap|portability:confirmed:identifier_quoting|portability:confirmed:type_semantics_gap|rewrite_opportunity:primary:dialect_adaptation|rewrite_opportunity:secondary:expression_simplification|rewrite_opportunity:secondary:function_normalization|sql_feature:primary:date_time_function|sql_feature:primary:expression_complexity|workload_realism:case_specific:complex_expression_density|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,selected_pg_ready_113,"Original Direct LLM PG exact-timed row with full row-level ledger, route-specific timing, and locatable SQL/schema/result_check artifacts."
33,direct_llm__direct_llm_execute_repair_1shot__LONGTAIL_0023__pg,LONGTAIL_0023,longtail,pg,direct_llm,direct_llm_execute_repair_1shot,regression,0.7874801590191463,cases/LONGTAIL/LONGTAIL_0023/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/LONGTAIL_0023/pg/direct_llm_execute_repair_1shot.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0023/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/workspaces/LONGTAIL_0023/pg/direct_llm_execute_repair_1shot/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|sql_feature:secondary:expression_complexity|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,selected_pg_ready_113,Newly repaired PG exact row with route-specific repair timing and repair-side exact evidence.
34,direct_llm__direct_llm_execute_repair_1shot__PERF_0019__pg,PERF_0019,performance,pg,direct_llm,direct_llm_execute_repair_1shot,speedup,1.3117218402843491,cases/PERF/PERF_0019/source.sql,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repaired_sql/PERF_0019/pg/direct_llm_execute_repair_1shot.sql,cases/PERF/PERF_0019/schema/ddl_pg.sql,cases/PERF/PERF_0019/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/workspaces/PERF_0019/pg/direct_llm_execute_repair_1shot/result_check.json,reports/evaluation/common_core_v0/runs/direct_llm_execute_repair_1shot_01/repair_timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:predicate_pushdown|sql_feature:primary:outer_join|sql_feature:secondary:subquery_in_from|workload_realism:source_inherited:classic_analytical_baseline,plan_operator|rewrite_opportunity|sql_feature|workload_realism,selected_pg_ready_113,Newly repaired PG exact row with route-specific repair timing and repair-side exact evidence.
35,sqlglot__sqlglot_optimize_same_dialect__CONS_0010__pg,CONS_0010,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,1.017071044036722,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0010/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,cases/CONS/CONS_0010/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/CONS_0010/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:subquery|rewrite_opportunity:primary:subquery_decorrelation|sql_feature:primary:correlated_subquery,plan_operator|rewrite_opportunity|sql_feature,selected_pg_ready_113,Route-separated SQLGlot PG exact-timed row after checker backfill.
36,sqlglot__sqlglot_optimize_same_dialect__CONS_0011__pg,CONS_0011,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,0.9752845057365859,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0011/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0011/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0011/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,cases/CONS/CONS_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/CONS_0011/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:subquery|portability:confirmed:null_semantics_gap|rewrite_opportunity:primary:subquery_decorrelation|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:correlated_subquery|sql_feature:primary:outer_join,plan_operator|portability|rewrite_opportunity|sql_feature,selected_pg_ready_113,Route-separated SQLGlot PG exact-timed row after checker backfill.
37,sqlglot__sqlglot_optimize_same_dialect__CONS_0012__pg,CONS_0012,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,0.9734536846273872,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0012/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0012/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0012/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,cases/CONS/CONS_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/CONS_0012/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:subquery|portability:confirmed:limit_fetch_gap|rewrite_opportunity:primary:order_limit_simplification|rewrite_opportunity:secondary:subquery_decorrelation|sql_feature:primary:correlated_subquery,plan_operator|portability|rewrite_opportunity|sql_feature,selected_pg_ready_113,Route-separated SQLGlot PG exact-timed row after checker backfill.
38,sqlglot__sqlglot_optimize_same_dialect__CONS_0036__pg,CONS_0036,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,regression,0.9362701246598824,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0036/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0036/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0036/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,cases/CONS/CONS_0036/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/CONS_0036/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:scan|rewrite_opportunity:primary:aggregation_rewrite|rewrite_opportunity:secondary:predicate_pushdown,plan_operator|rewrite_opportunity,selected_pg_ready_113,Route-separated SQLGlot PG exact-timed row after checker backfill.
39,sqlglot__sqlglot_optimize_same_dialect__CONS_0037__pg,CONS_0037,consistency,pg,sqlglot,sqlglot_optimize_same_dialect,regression,0.912978361937061,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0037/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0037/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0037/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,cases/CONS/CONS_0037/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/CONS_0037/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|rewrite_opportunity:primary:aggregation_rewrite|sql_feature:primary:outer_join,plan_operator|rewrite_opportunity|sql_feature,selected_pg_ready_113,Route-separated SQLGlot PG exact-timed row after checker backfill.
40,sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0011__pg,LONGTAIL_0011,longtail,pg,sqlglot,sqlglot_optimize_same_dialect,regression,0.8731691196039685,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0011/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0011/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0011/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/LONGTAIL_0011/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:expression_simplification|rewrite_opportunity:secondary:cte_strategy|sql_feature:primary:cte|sql_feature:primary:window_function|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,selected_pg_ready_113,Route-separated SQLGlot PG exact-timed row after checker backfill.
41,sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0012__pg,LONGTAIL_0012,longtail,pg,sqlglot,sqlglot_optimize_same_dialect,neutral,1.0477513870954325,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0012/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0012/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0012/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/LONGTAIL_0012/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:limit|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:materialization_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:subquery_in_from|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:result_size_sensitivity|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,selected_pg_ready_113,Route-separated SQLGlot PG exact-timed row after checker backfill.
42,sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0013__pg,LONGTAIL_0013,longtail,pg,sqlglot,sqlglot_optimize_same_dialect,regression,0.9498735454211213,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0013/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0013/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0013/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0013/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/LONGTAIL_0013/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:materialize|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|plan_operator:present:window|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:window_function|sql_feature:secondary:expression_complexity|sql_feature:secondary:outer_join|workload_realism:case_specific:complex_expression_density|workload_realism:case_specific:high_join_count|workload_realism:source_inherited:realistic_query_style,plan_operator|rewrite_opportunity|sql_feature|workload_realism,selected_pg_ready_113,Route-separated SQLGlot PG exact-timed row after checker backfill.
43,sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0022__pg,LONGTAIL_0022,longtail,pg,sqlglot,sqlglot_optimize_same_dialect,speedup,1.0906880745186456,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0022/pg/sqlglot_optimize_same_dialect/source.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0022/pg/sqlglot_optimize_same_dialect/generated.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0022/pg/sqlglot_optimize_same_dialect/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0022/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_result_check_backfill_01/workspaces/LONGTAIL_0022/pg/sqlglot_optimize_same_dialect/optimize_reconstructed_56/result_check.json,reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,plan_operator:present:aggregate|plan_operator:present:join|plan_operator:present:scan|plan_operator:present:sort|plan_operator:present:subquery|portability:suspected:null_semantics_gap|rewrite_opportunity:primary:cte_strategy|rewrite_opportunity:secondary:aggregation_rewrite|sql_feature:primary:cte|sql_feature:primary:outer_join|workload_realism:case_specific:long_tail_structure|workload_realism:source_inherited:manual_gap_fill_realism|workload_realism:source_inherited:realistic_query_style,plan_operator|portability|rewrite_opportunity|sql_feature|workload_realism,selected_pg_ready_113,Route-separated SQLGlot PG exact-timed row after checker backfill.
