candidate_id,case_id,method_id,route_id,schema_name,statement_timeout,setup_sql,source_explain_sql,rewrite_explain_sql
sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0013__pg,LONGTAIL_0013,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_longtail_0013_,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0013__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0013__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0013__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0022__pg,LONGTAIL_0022,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_longtail_0022_,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0022__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0022__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0022__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0023__pg,LONGTAIL_0023,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_longtail_0023_,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0023__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0023__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0023__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0024__pg,LONGTAIL_0024,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_longtail_0024_,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0024__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0024__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__LONGTAIL_0024__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PERF_0006__pg,PERF_0006,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_perf_0006_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0006__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0006__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0006__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PERF_0007__pg,PERF_0007,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_perf_0007_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0007__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0007__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0007__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PERF_0033__pg,PERF_0033,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_perf_0033_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0033__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0033__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0033__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PERF_0034__pg,PERF_0034,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_perf_0034_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0034__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0034__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0034__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PERF_0035__pg,PERF_0035,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_perf_0035_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0035__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0035__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0035__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PERF_0056__pg,PERF_0056,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_perf_0056_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0056__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0056__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0056__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PERF_0077__pg,PERF_0077,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_perf_0077_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0077__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0077__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0077__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PERF_0082__pg,PERF_0082,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_perf_0082_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0082__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0082__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PERF_0082__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PORT_0005__pg,PORT_0005,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_port_0005_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PORT_0005__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PORT_0005__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PORT_0005__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PORT_0008__pg,PORT_0008,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_port_0008_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PORT_0008__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PORT_0008__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PORT_0008__pg/rewrite_explain.sql
sqlglot__sqlglot_optimize_same_dialect__PORT_0012__pg,PORT_0012,sqlglot,sqlglot_optimize_same_dialect,attr113_sqlglot_sqlglot_optimize_same_dialect_port_0012_pg,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PORT_0012__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PORT_0012__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_optimize_same_dialect__PORT_0012__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0005__pg,CONS_0005,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_cons_000,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0005__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0005__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0005__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0007__pg,CONS_0007,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_cons_000,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0007__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0007__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0007__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0009__pg,CONS_0009,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_cons_000,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0009__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0009__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0009__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0010__pg,CONS_0010,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_cons_001,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0010__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0010__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0010__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0011__pg,CONS_0011,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_cons_001,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0011__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0011__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0011__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0012__pg,CONS_0012,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_cons_001,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0012__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0012__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0012__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0024__pg,CONS_0024,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_cons_002,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0024__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0024__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__CONS_0024__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0011__pg,LONGTAIL_0011,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_longtail,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0011__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0011__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0011__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0012__pg,LONGTAIL_0012,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_longtail,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0012__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0012__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0012__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0013__pg,LONGTAIL_0013,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_longtail,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0013__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0013__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0013__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0022__pg,LONGTAIL_0022,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_longtail,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0022__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0022__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0022__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0023__pg,LONGTAIL_0023,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_longtail,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0023__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0023__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0023__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0024__pg,LONGTAIL_0024,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_longtail,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0024__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0024__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__LONGTAIL_0024__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0006__pg,PERF_0006,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_000,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0006__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0006__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0006__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0008__pg,PERF_0008,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_000,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0008__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0008__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0008__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0013__pg,PERF_0013,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_001,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0013__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0013__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0013__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0017__pg,PERF_0017,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_001,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0017__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0017__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0017__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0019__pg,PERF_0019,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_001,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0019__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0019__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0019__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0024__pg,PERF_0024,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_002,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0024__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0024__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0024__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0034__pg,PERF_0034,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_003,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0034__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0034__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0034__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0035__pg,PERF_0035,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_003,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0035__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0035__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0035__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0052__pg,PERF_0052,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_005,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0052__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0052__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0052__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0056__pg,PERF_0056,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_005,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0056__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0056__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0056__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0062__pg,PERF_0062,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_006,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0062__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0062__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0062__pg/rewrite_explain.sql
sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0077__pg,PERF_0077,sqlglot,sqlglot_transpile_same_dialect_noop,attr113_sqlglot_sqlglot_transpile_same_dialect_noop_perf_007,60s,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0077__pg/setup.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0077__pg/source_explain.sql,reports/evaluation/common_core_v0/runs/pg_plan_attribution_113_01/workspaces/sqlglot__sqlglot_transpile_same_dialect_noop__PERF_0077__pg/rewrite_explain.sql
