case_id,pool,source_family,engine,route_id,generation_status,is_noop_output,generated_sql_path,controls_native_source_status,controls_native_source_evidence_mode,execution_row_status,source_sql_path,schema_path,witness_data_path,run_local_workspace,execution_command_kind,caveat
CONS_0036,consistency,VeriEQL,mysql,sqlglot_transpile_same_dialect_noop,success,yes,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0036/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,noop_generated,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_mysql.sql,cases/CONS/CONS_0036/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0036/mysql/sqlglot_transpile_same_dialect_noop,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
CONS_0036,consistency,VeriEQL,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0036/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_pg.sql,cases/CONS/CONS_0036/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0036/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0036,consistency,VeriEQL,pg,sqlglot_transpile_same_dialect_noop,success,yes,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0036/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,noop_generated,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_pg.sql,cases/CONS/CONS_0036/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0036/pg/sqlglot_transpile_same_dialect_noop,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
CONS_0036,consistency,VeriEQL,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0036/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_spark.sql,cases/CONS/CONS_0036/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0036/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0036,consistency,VeriEQL,spark,sqlglot_transpile_same_dialect_noop,success,yes,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0036/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,noop_generated,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_spark.sql,cases/CONS/CONS_0036/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0036/spark/sqlglot_transpile_same_dialect_noop,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
CONS_0037,consistency,VeriEQL,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0037/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_mysql.sql,cases/CONS/CONS_0037/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0037/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0037,consistency,VeriEQL,mysql,sqlglot_transpile_same_dialect_noop,success,yes,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0037/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,noop_generated,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_mysql.sql,cases/CONS/CONS_0037/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0037/mysql/sqlglot_transpile_same_dialect_noop,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
CONS_0037,consistency,VeriEQL,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0037/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_pg.sql,cases/CONS/CONS_0037/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0037/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0037,consistency,VeriEQL,pg,sqlglot_transpile_same_dialect_noop,success,yes,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0037/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,noop_generated,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_pg.sql,cases/CONS/CONS_0037/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0037/pg/sqlglot_transpile_same_dialect_noop,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
CONS_0037,consistency,VeriEQL,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0037/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_spark.sql,cases/CONS/CONS_0037/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0037/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0037,consistency,VeriEQL,spark,sqlglot_transpile_same_dialect_noop,success,yes,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0037/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,noop_generated,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_spark.sql,cases/CONS/CONS_0037/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/CONS_0037/spark/sqlglot_transpile_same_dialect_noop,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
LONGTAIL_0011,longtail,SQLStorm,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0011/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_mysql.sql,cases/LONGTAIL/LONGTAIL_0011/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0011/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0011,longtail,SQLStorm,mysql,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0011/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_mysql.sql,cases/LONGTAIL/LONGTAIL_0011/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0011/mysql/sqlglot_transpile_same_dialect_noop,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0011,longtail,SQLStorm,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0011/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0011/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0011,longtail,SQLStorm,pg,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0011/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0011/pg/sqlglot_transpile_same_dialect_noop,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0011,longtail,SQLStorm,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0011/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_spark.sql,cases/LONGTAIL/LONGTAIL_0011/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0011/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0011,longtail,SQLStorm,spark,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0011/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0011/source.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_spark.sql,cases/LONGTAIL/LONGTAIL_0011/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0011/spark/sqlglot_transpile_same_dialect_noop,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0012/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_mysql.sql,cases/LONGTAIL/LONGTAIL_0012/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0012/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,mysql,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0012/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_mysql.sql,cases/LONGTAIL/LONGTAIL_0012/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0012/mysql/sqlglot_transpile_same_dialect_noop,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0012/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0012/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,pg,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0012/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0012/pg/sqlglot_transpile_same_dialect_noop,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0012/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_spark.sql,cases/LONGTAIL/LONGTAIL_0012/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0012/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,spark,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0012/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0012/source.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_spark.sql,cases/LONGTAIL/LONGTAIL_0012/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0012/spark/sqlglot_transpile_same_dialect_noop,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0013/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_mysql.sql,cases/LONGTAIL/LONGTAIL_0013/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0013/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,mysql,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0013/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_mysql.sql,cases/LONGTAIL/LONGTAIL_0013/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0013/mysql/sqlglot_transpile_same_dialect_noop,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0013/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0013/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0013/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,pg,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0013/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0013/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0013/pg/sqlglot_transpile_same_dialect_noop,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0013/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_spark.sql,cases/LONGTAIL/LONGTAIL_0013/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0013/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,spark,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0013/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0013/source.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_spark.sql,cases/LONGTAIL/LONGTAIL_0013/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0013/spark/sqlglot_transpile_same_dialect_noop,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0022/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_mysql.sql,cases/LONGTAIL/LONGTAIL_0022/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0022/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,mysql,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0022/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_mysql.sql,cases/LONGTAIL/LONGTAIL_0022/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0022/mysql/sqlglot_transpile_same_dialect_noop,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0022/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0022/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0022/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,pg,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0022/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0022/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0022/pg/sqlglot_transpile_same_dialect_noop,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,spark,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0022/spark/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_spark.sql,cases/LONGTAIL/LONGTAIL_0022/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0022/spark/sqlglot_optimize_same_dialect,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,spark,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0022/spark/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0022/source.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_spark.sql,cases/LONGTAIL/LONGTAIL_0022/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0022/spark/sqlglot_transpile_same_dialect_noop,spark_inline_pyspark,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0023,longtail,Stack Queries,mysql,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0023/mysql/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_mysql.sql,cases/LONGTAIL/LONGTAIL_0023/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/mysql/sqlglot_optimize_same_dialect,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0023,longtail,Stack Queries,mysql,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0023/mysql/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_mysql.sql,cases/LONGTAIL/LONGTAIL_0023/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/mysql/sqlglot_transpile_same_dialect_noop,mysql_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0023,longtail,Stack Queries,pg,sqlglot_optimize_same_dialect,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0023/pg/sqlglot_optimize_same_dialect.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0023/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/pg/sqlglot_optimize_same_dialect,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0023,longtail,Stack Queries,pg,sqlglot_transpile_same_dialect_noop,success,no,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0023/pg/sqlglot_transpile_same_dialect_noop.sql,success,fresh_manual_validation,ready_to_execute,cases/LONGTAIL/LONGTAIL_0023/source.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0023/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/workspaces/LONGTAIL_0023/pg/sqlglot_transpile_same_dialect_noop,postgres_inline_cli,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
