case_id,pool,source_family,engine,route_id,generation_status,execution_row_status,record_row_status,exit_code,status,failure_class,top_error,stdout_log,stderr_log,caveat
CONS_0037,consistency,VeriEQL,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0037__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0037__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0037,consistency,VeriEQL,pg,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Explicit same-dialect no-op row preserved,,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
CONS_0037,consistency,VeriEQL,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0037__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/cons_0037__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
CONS_0037,consistency,VeriEQL,spark,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Explicit same-dialect no-op row preserved,,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
LONGTAIL_0011,longtail,SQLStorm,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0011,longtail,SQLStorm,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0011,longtail,SQLStorm,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0011,longtail,SQLStorm,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0011,longtail,SQLStorm,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0011,longtail,SQLStorm,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0011__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0012,longtail,SQLStorm,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0012__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0013,longtail,SQLStorm,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0013__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0022,longtail,Stack Queries,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0022__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0023,longtail,Stack Queries,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0023,longtail,Stack Queries,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0023,longtail,Stack Queries,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0023,longtail,Stack Queries,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0023,longtail,Stack Queries,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0023,longtail,Stack Queries,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0023__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0024,longtail,Stack Queries,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0024,longtail,Stack Queries,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0024,longtail,Stack Queries,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0024,longtail,Stack Queries,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0024,longtail,Stack Queries,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
LONGTAIL_0024,longtail,Stack Queries,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/longtail_0024__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
PERF_0006,performance,TPC-H,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
PERF_0006,performance,TPC-H,mysql,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__mysql__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__mysql__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
PERF_0006,performance,TPC-H,pg,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__pg__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__pg__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
PERF_0006,performance,TPC-H,pg,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__pg__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__pg__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
PERF_0006,performance,TPC-H,spark,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__spark__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__spark__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
PERF_0006,performance,TPC-H,spark,sqlglot_transpile_same_dialect_noop,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__spark__sqlglot_transpile_same_dialect_noop.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0006__spark__sqlglot_transpile_same_dialect_noop.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
PERF_0007,performance,TPC-H,mysql,sqlglot_optimize_same_dialect,success,ready_to_execute,executed,0,executed_success,none,,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0007__mysql__sqlglot_optimize_same_dialect.stdout.log,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_nonport_execution_01/logs/perf_0007__mysql__sqlglot_optimize_same_dialect.stderr.log,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation
PERF_0007,performance,TPC-H,mysql,sqlglot_transpile_same_dialect_noop,success,noop_generated,noop_generated,,noop_generated,expected_noop_outcome,Explicit same-dialect no-op row preserved,,,controls_native_source_status=success; controls_native_source_evidence_mode=fresh_manual_validation; same-dialect transpile no-op output is explicit and not executed in this pass
