table_id,method_id,route_id,column_name,rendered_value,canonical_full_value,immediate_source_artifact,immediate_source_column_or_field,secondary_validation_artifact,upstream_artifacts,deepest_retained_source,generation_script_or_runner,generation_command,formula_or_extraction_logic,trace_status,generator_status,recompute_status,claim_boundary,notes
Table 12,sqlglot,sqlglot_optimize_same_dialect,gm_speedup,0.9907,0.9907164888740984,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,gm_speedup,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv|reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,GM speedup = exp(mean(log(speedup_ratio))) where speedup_ratio = source_median_runtime / rewrite_median_runtime,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot optimize route only; revised to paper-safe exact63 after row-level checker backfill; keep route-separated and not a final ranked leaderboard.,
Table 12,sqlglot,sqlglot_optimize_same_dialect,regression_rate_20pct,1.59%,0.015873015873015872,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,regression_rate_20pct,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv|reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,Regression@20 = count(speedup_ratio < 0.8) / timing_denominator,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot optimize route only; revised to paper-safe exact63 after row-level checker backfill; keep route-separated and not a final ranked leaderboard.,
Table 12,sqlglot,sqlglot_optimize_same_dialect,placement,revised exact63 route,revised exact63 route,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,evidence_role/claim_boundary/placement policy,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,paper placement/claim-boundary label from Table 11/table3/candidate_failure/draft target,traceable_to_static_policy,static_policy_no_generator_needed,not_recomputed,SQLGlot optimize route only; revised to paper-safe exact63 after row-level checker backfill; keep route-separated and not a final ranked leaderboard.,
Table 12,sqlglot,sqlglot_transpile_same_dialect_noop,method / route,SQLGlot no-op,SQLGlot no-op,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,method_id/route_id/evidence_role/claim_boundary,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,retained row label/route_id; no metric formula,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,SQLGlot same-dialect no-op route only; source-like/no-op rows remain visible and this is not a merged SQLGlot row.,
Table 12,sqlglot,sqlglot_transpile_same_dialect_noop,scope,tri-engine route,tri-engine route,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,method_id/route_id/evidence_role/claim_boundary,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,retained engine_scope/track plus draft Table 12 scope label,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,SQLGlot same-dialect no-op route only; source-like/no-op rows remain visible and this is not a merged SQLGlot row.,
Table 12,sqlglot,sqlglot_transpile_same_dialect_noop,planned,120,120,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,planned_rows,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,planned rows in route denominator,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot same-dialect no-op route only; source-like/no-op rows remain visible and this is not a merged SQLGlot row.,
Table 12,sqlglot,sqlglot_transpile_same_dialect_noop,generated_or_ready,120 attempted; 78 generated,120 attempted; 78 generated,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,generated_rows/ready_rows,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,route-specific generated/ready wording; Direct LLM repair keeps preflight-blocked separate from executed,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot same-dialect no-op route only; source-like/no-op rows remain visible and this is not a merged SQLGlot row.,
Table 12,sqlglot,sqlglot_transpile_same_dialect_noop,executed,72,72,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,executed_rows,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,successful execution returning a result; not ready_after_preflight; Direct LLM repair executed = exact + mismatch = 97 / 96 + 1,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot same-dialect no-op route only; source-like/no-op rows remain visible and this is not a merged SQLGlot row.,
Table 12,sqlglot,sqlglot_transpile_same_dialect_noop,exact,72,72,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,exact_match_rows,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,exact/checker-consistent rows,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot same-dialect no-op route only; source-like/no-op rows remain visible and this is not a merged SQLGlot row.,
Table 12,sqlglot,sqlglot_transpile_same_dialect_noop,timed,72,72,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,timing_denominator,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv|reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,timing_success rows on exact + timing-success subset,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot same-dialect no-op route only; source-like/no-op rows remain visible and this is not a merged SQLGlot row.,
Table 12,sqlglot,sqlglot_transpile_same_dialect_noop,gm_speedup,1.0001,1.000145903000493,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,gm_speedup,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv|reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,GM speedup = exp(mean(log(speedup_ratio))) where speedup_ratio = source_median_runtime / rewrite_median_runtime,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot same-dialect no-op route only; source-like/no-op rows remain visible and this is not a merged SQLGlot row.,
Table 12,sqlglot,sqlglot_transpile_same_dialect_noop,regression_rate_20pct,1.39%,0.013888888888888888,reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/speedup_slice_summary_v1.csv,regression_rate_20pct,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv|reports/evaluation/common_core_v0/11_TIMING_OBSERVABILITY_V1/method_timing_case_level_v1.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,Regression@20 = count(speedup_ratio < 0.8) / timing_denominator,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,SQLGlot same-dialect no-op route only; source-like/no-op rows remain visible and this is not a merged SQLGlot row.,
Table 12,sqlglot,sqlglot_transpile_same_dialect_noop,placement,no-op / low-transform route,no-op / low-transform route,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,evidence_role/claim_boundary/placement policy,reports/evaluation/common_core_v0/10_HARD_NEGATIVE_FAILURE_ACCOUNTING_V1/candidate_failure_accounting_v1.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_summary_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/sqlglot_result_check_backfill_event_long_v1.csv|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/timing_event_long.csv,scripts/cli.py formal/common-core SQLGlot command family|reports/evaluation/common_core_v0/runs/sqlglot_full_per_case_timing_01/run_manual_sqlglot_full_per_case_timing.sh,not executed; retained path/command only,paper placement/claim-boundary label from Table 11/table3/candidate_failure/draft target,traceable_to_static_policy,static_policy_no_generator_needed,not_recomputed,SQLGlot same-dialect no-op route only; source-like/no-op rows remain visible and this is not a merged SQLGlot row.,
Table 12,calcite_hep,calcite_hep_fail_closed_120,method / route,Calcite HEP fail-closed,Calcite HEP fail-closed,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,method_id/route_id/evidence_role/claim_boundary,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_manual_calcite_hep_pg40_execution.sh|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_manual_calcite_hep_mysql_spark_execution_expansion_60.sh|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/run_manual_calcite_hep_93_exact_timing.sh,not executed; retained path/command only,retained row label/route_id; no metric formula,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,93 exact-row correctness-gated timing only; not full 120 timing and not a final ranked leaderboard.,
Table 12,calcite_hep,calcite_hep_fail_closed_120,scope,tri-engine fail-closed route,tri-engine fail-closed route,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,method_id/route_id/evidence_role/claim_boundary,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_manual_calcite_hep_pg40_execution.sh|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_manual_calcite_hep_mysql_spark_execution_expansion_60.sh|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/run_manual_calcite_hep_93_exact_timing.sh,not executed; retained path/command only,retained engine_scope/track plus draft Table 12 scope label,traceable_to_artifact_chain,local_aggregation_script_not_retained,not_recomputed,93 exact-row correctness-gated timing only; not full 120 timing and not a final ranked leaderboard.,
Table 12,calcite_hep,calcite_hep_fail_closed_120,planned,120,120,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,planned_rows,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_manual_calcite_hep_pg40_execution.sh|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_manual_calcite_hep_mysql_spark_execution_expansion_60.sh|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/run_manual_calcite_hep_93_exact_timing.sh,not executed; retained path/command only,planned rows in route denominator,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,93 exact-row correctness-gated timing only; not full 120 timing and not a final ranked leaderboard.,
Table 12,calcite_hep,calcite_hep_fail_closed_120,generated_or_ready,retained route artifacts,retained route artifacts,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,generated_rows/ready_rows,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_manual_calcite_hep_pg40_execution.sh|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_manual_calcite_hep_mysql_spark_execution_expansion_60.sh|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/run_manual_calcite_hep_93_exact_timing.sh,not executed; retained path/command only,route-specific generated/ready wording; Direct LLM repair keeps preflight-blocked separate from executed,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,93 exact-row correctness-gated timing only; not full 120 timing and not a final ranked leaderboard.,
Table 12,calcite_hep,calcite_hep_fail_closed_120,executed,95,95,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv,executed_rows,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/calcite_hep_93_exact_timing_result_card_v1.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/calcite_hep_120_fail_closed_synthesis_v1.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/case_level_failure_export_v1.csv|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/timing_event_long.csv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/run_manual_calcite_hep_pg40_execution.sh|reports/evaluation/common_core_v0/runs/calcite_hep_mysql_spark_execution_expansion_60_01/run_manual_calcite_hep_mysql_spark_execution_expansion_60.sh|reports/evaluation/common_core_v0/runs/calcite_hep_93_exact_timing_01/run_manual_calcite_hep_93_exact_timing.sh,not executed; retained path/command only,successful execution returning a result; not ready_after_preflight; Direct LLM repair executed = exact + mismatch = 97 / 96 + 1,fully_traceable_to_runner_and_artifact,upstream_runner_retained,recomputed_exact,93 exact-row correctness-gated timing only; not full 120 timing and not a final ranked leaderboard.,
