run_id,event_id,method_id,method_version,case_id,pool,source_family,task_track,route_id,engine,engine_source,engine_target,git_commit,denominator_id,rewrite_id,rewrite_role,attempt_index,execution_phase,status,failure_bucket,is_denominator_case,is_valid_result,is_speedup_eligible,speedup_exclusion_reason,result_match_status,normalization_policy,baseline_runtime_ms,rewrite_runtime_ms,speedup_ratio,plan_artifact_status,verifier_mode,artifact_path,notes
controls_v0_fresh_source_positive_01,PERF_0033__native_source__mysql,controls,fresh_source_positive_01,PERF_0033,performance,TPC-DS,control,native_source,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0033/runs/mysql/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0033__human_positive__mysql,controls,fresh_source_positive_01,PERF_0033,performance,TPC-DS,control,human_positive,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0033/runs/mysql/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0033__native_source__spark,controls,fresh_source_positive_01,PERF_0033,performance,TPC-DS,control,native_source,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0033/runs/spark/result_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0033__human_positive__spark,controls,fresh_source_positive_01,PERF_0033,performance,TPC-DS,control,human_positive,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0033/runs/spark/plans/plan_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0034__native_source__pg,controls,fresh_source_positive_01,PERF_0034,performance,TPC-DS,control,native_source,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0034/runs/pg/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0034__human_positive__pg,controls,fresh_source_positive_01,PERF_0034,performance,TPC-DS,control,human_positive,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0034/runs/pg/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0034__native_source__mysql,controls,fresh_source_positive_01,PERF_0034,performance,TPC-DS,control,native_source,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0034/runs/mysql/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0034__human_positive__mysql,controls,fresh_source_positive_01,PERF_0034,performance,TPC-DS,control,human_positive,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0034/runs/mysql/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0034__native_source__spark,controls,fresh_source_positive_01,PERF_0034,performance,TPC-DS,control,native_source,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0034/runs/spark/result_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0034__human_positive__spark,controls,fresh_source_positive_01,PERF_0034,performance,TPC-DS,control,human_positive,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0034/runs/spark/plans/plan_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0035__native_source__pg,controls,fresh_source_positive_01,PERF_0035,performance,TPC-DS,control,native_source,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0035/runs/pg/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0035__human_positive__pg,controls,fresh_source_positive_01,PERF_0035,performance,TPC-DS,control,human_positive,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0035/runs/pg/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0035__native_source__mysql,controls,fresh_source_positive_01,PERF_0035,performance,TPC-DS,control,native_source,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0035/runs/mysql/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0035__human_positive__mysql,controls,fresh_source_positive_01,PERF_0035,performance,TPC-DS,control,human_positive,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0035/runs/mysql/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0035__native_source__spark,controls,fresh_source_positive_01,PERF_0035,performance,TPC-DS,control,native_source,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0035/runs/spark/result_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0035__human_positive__spark,controls,fresh_source_positive_01,PERF_0035,performance,TPC-DS,control,human_positive,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0035/runs/spark/plans/plan_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0052__native_source__pg,controls,fresh_source_positive_01,PERF_0052,performance,TPC-DS,control,native_source,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0052/runs/pg/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0052__human_positive__pg,controls,fresh_source_positive_01,PERF_0052,performance,TPC-DS,control,human_positive,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0052/runs/pg/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0052__native_source__mysql,controls,fresh_source_positive_01,PERF_0052,performance,TPC-DS,control,native_source,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0052/runs/mysql/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0052__human_positive__mysql,controls,fresh_source_positive_01,PERF_0052,performance,TPC-DS,control,human_positive,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0052/runs/mysql/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0052__native_source__spark,controls,fresh_source_positive_01,PERF_0052,performance,TPC-DS,control,native_source,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0052/runs/spark/result_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0052__human_positive__spark,controls,fresh_source_positive_01,PERF_0052,performance,TPC-DS,control,human_positive,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0052/runs/spark/plans/plan_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0054__native_source__pg,controls,fresh_source_positive_01,PERF_0054,performance,TPC-DS,control,native_source,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0054/runs/pg/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0054__human_positive__pg,controls,fresh_source_positive_01,PERF_0054,performance,TPC-DS,control,human_positive,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0054/runs/pg/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0054__native_source__mysql,controls,fresh_source_positive_01,PERF_0054,performance,TPC-DS,control,native_source,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0054/runs/mysql/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0054__human_positive__mysql,controls,fresh_source_positive_01,PERF_0054,performance,TPC-DS,control,human_positive,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0054/runs/mysql/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0054__native_source__spark,controls,fresh_source_positive_01,PERF_0054,performance,TPC-DS,control,native_source,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0054/runs/spark/result_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0054__human_positive__spark,controls,fresh_source_positive_01,PERF_0054,performance,TPC-DS,control,human_positive,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0054/runs/spark/plans/plan_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0056__native_source__pg,controls,fresh_source_positive_01,PERF_0056,performance,TPC-DS,control,native_source,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0056/runs/pg/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0056__human_positive__pg,controls,fresh_source_positive_01,PERF_0056,performance,TPC-DS,control,human_positive,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0056/runs/pg/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0056__native_source__mysql,controls,fresh_source_positive_01,PERF_0056,performance,TPC-DS,control,native_source,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0056/runs/mysql/result_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0056__human_positive__mysql,controls,fresh_source_positive_01,PERF_0056,performance,TPC-DS,control,human_positive,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0056/runs/mysql/plans/plan_check.json,command_failed; stderr_present; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0056__native_source__spark,controls,fresh_source_positive_01,PERF_0056,performance,TPC-DS,control,native_source,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0056/runs/spark/result_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0056__human_positive__spark,controls,fresh_source_positive_01,PERF_0056,performance,TPC-DS,control,human_positive,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0056/runs/spark/plans/plan_check.json,command_failed; fresh_execution; common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
controls_v0_fresh_source_positive_01,PERF_0062__native_source__pg,controls,fresh_source_positive_01,PERF_0062,performance,TPC-DS,control,native_source,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0062/runs/pg/result_check.json,command_failed; stderr_present; fresh_execution; replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
controls_v0_fresh_source_positive_01,PERF_0062__human_positive__pg,controls,fresh_source_positive_01,PERF_0062,performance,TPC-DS,control,human_positive,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0062/runs/pg/plans/plan_check.json,command_failed; stderr_present; fresh_execution; replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
controls_v0_fresh_source_positive_01,PERF_0062__native_source__mysql,controls,fresh_source_positive_01,PERF_0062,performance,TPC-DS,control,native_source,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0062/runs/mysql/result_check.json,command_failed; stderr_present; fresh_execution; replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
controls_v0_fresh_source_positive_01,PERF_0062__human_positive__mysql,controls,fresh_source_positive_01,PERF_0062,performance,TPC-DS,control,human_positive,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0062/runs/mysql/plans/plan_check.json,command_failed; stderr_present; fresh_execution; replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
controls_v0_fresh_source_positive_01,PERF_0062__native_source__spark,controls,fresh_source_positive_01,PERF_0062,performance,TPC-DS,control,native_source,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0062/runs/spark/result_check.json,command_failed; fresh_execution; replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
controls_v0_fresh_source_positive_01,PERF_0062__human_positive__spark,controls,fresh_source_positive_01,PERF_0062,performance,TPC-DS,control,human_positive,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0062/runs/spark/plans/plan_check.json,command_failed; fresh_execution; replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
controls_v0_fresh_source_positive_01,PERF_0077__native_source__pg,controls,fresh_source_positive_01,PERF_0077,performance,JOB/IMDB,control,native_source,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0077/runs/pg/result_check.json,command_failed; stderr_present; fresh_execution; JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
controls_v0_fresh_source_positive_01,PERF_0077__human_positive__pg,controls,fresh_source_positive_01,PERF_0077,performance,JOB/IMDB,control,human_positive,pg,,postgresql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0077/runs/pg/plans/plan_check.json,command_failed; stderr_present; fresh_execution; JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
controls_v0_fresh_source_positive_01,PERF_0077__native_source__mysql,controls,fresh_source_positive_01,PERF_0077,performance,JOB/IMDB,control,native_source,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0077/runs/mysql/result_check.json,command_failed; stderr_present; fresh_execution; JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
controls_v0_fresh_source_positive_01,PERF_0077__human_positive__mysql,controls,fresh_source_positive_01,PERF_0077,performance,JOB/IMDB,control,human_positive,mysql,,mysql,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,rewrite_pos_01,positive,1,collect_plan,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,missing,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0077/runs/mysql/plans/plan_check.json,command_failed; stderr_present; fresh_execution; JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
controls_v0_fresh_source_positive_01,PERF_0077__native_source__spark,controls,fresh_source_positive_01,PERF_0077,performance,JOB/IMDB,control,native_source,spark,,spark,6fbe5d8a41367692c2f6ce2cf5c0296d5ec8e009,common_core_v0_40,source,source,1,execute,failed,execution_error,true,false,false,controls_not_speedup_metric,not_checked,none,,,,not_applicable,manual,reports/evaluation/common_core_v0/runs/controls_v0_fresh_source_positive_01/tmp_repo/cases/PERF/PERF_0077/runs/spark/result_check.json,command_failed; fresh_execution; JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
