case_id,pool,engine,route_id,method_id,denominator_id,source_runtime_ms,generated_runtime_ms,median_source_ms,median_generated_ms,speedup_ratio,timing_status,timing_source_package,provenance_note
PERF_0077,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[186.4085530396551, 184.2075539752841, 180.80862401984632]","[204.65209789108485, 180.94117508735508, 184.0856479248032]",184.2075539752841,184.0856479248032,1.000662224632149,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0077,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[301.9093060865998, 327.15946494136006, 305.06419006269425]","[301.1814539786428, 310.41170994285494, 418.1982650188729]",305.06419006269425,310.41170994285494,0.9827728152357875,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0082,performance,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[204.38391901552677, 200.60655800625682, 204.24907805863768]","[200.8767689112574, 202.12256000377238, 199.69201809726655]",204.24907805863768,200.8767689112574,1.0167879499737975,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0082,performance,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[415.64591601490974, 388.2170559372753, 515.3871598886326]","[426.0982080595568, 309.03189606033266, 302.312697051093]",415.64591601490974,309.03189606033266,1.3449935793480772,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PERF_0082,performance,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[909.9492789246142, 708.280308987014, 674.0655930479988]","[768.6319580534473, 686.8448699824512, 697.1550419693813]",708.280308987014,697.1550419693813,1.0159580959010281,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PORT_0003,portability,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[294.4751169998199, 293.21213997900486, 296.3609560392797]","[294.0378059865907, 294.08366000279784, 293.89627603814006]",294.4751169998199,294.0378059865907,1.001487261176371,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PORT_0004,portability,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[134.44428297225386, 136.88121107406914, 136.11782097723335]","[141.2568709347397, 131.8687639432028, 135.05328597966582]",136.11782097723335,135.05328597966582,1.0078823331831246,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PORT_0005,portability,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[587.3311850009486, 295.9301130613312, 291.56220494769514]","[329.2259069858119, 293.21791301481426, 291.8122879927978]",295.9301130613312,293.21791301481426,1.0092497761089376,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PORT_0008,portability,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[297.0368970418349, 297.3529369337484, 293.8928010407835]","[403.0263019958511, 295.50549597479403, 294.72066403832287]",297.0368970418349,295.50549597479403,1.0051823099329817,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PORT_0012,portability,pg,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[375.958206015639, 395.44570504222065, 291.1618440411985]","[352.6315490016714, 292.97880292870104, 297.07266006153077]",375.958206015639,297.07266006153077,1.265542934640196,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PORT_0013,portability,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[132.14543904177845, 134.26634401548654, 136.59384194761515]","[129.56609693355858, 134.6035529859364, 132.72665708791465]",134.26634401548654,132.72665708791465,1.011600434768368,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PORT_0022,portability,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[135.77430497389287, 130.896596936509, 132.51964608207345]","[128.30944894813, 132.30105803813785, 132.8767609084025]",132.51964608207345,132.30105803813785,1.0016522017826388,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PORT_0024,portability,spark,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[194.2110829986632, 190.98800607025623, 175.26274302508682]","[195.17005293164402, 176.2063920032233, 194.07603598665446]",190.98800607025623,194.07603598665446,0.9840885563191811,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
PORT_0025,portability,mysql,direct_llm_same_engine_rewrite,direct_llm,common_core_v0_40,"[144.79753805790097, 131.43576693255454, 132.82175397034734]","[133.80305306054652, 134.22782300040126, 133.58709204476327]",132.82175397034734,133.80305306054652,0.9926660934279644,success,direct_llm_same_engine_timing_01,original full timing success retained from direct_llm_same_engine_timing_01
