case_id,pool,engine,route_id,candidate command if discoverable,whether command is safe to run,expected artifact outputs,hard_negative_semantics,preflight_status,caveat
PERF_0054,performance,pg,human_positive,bash cases/PERF/PERF_0054/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0054/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0054,performance,pg,hard_negative,bash cases/PERF/PERF_0054/validation/run_pg_validation.sh,no,cases/PERF/PERF_0054/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0054,performance,mysql,native_source,bash cases/PERF/PERF_0054/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0054/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0054,performance,mysql,human_positive,bash cases/PERF/PERF_0054/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0054/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0054,performance,mysql,hard_negative,bash cases/PERF/PERF_0054/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0054/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0054,performance,spark,native_source,bash cases/PERF/PERF_0054/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0054/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0054,performance,spark,human_positive,bash cases/PERF/PERF_0054/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0054/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0054,performance,spark,hard_negative,bash cases/PERF/PERF_0054/validation/run_spark_validation.sh,no,cases/PERF/PERF_0054/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0056,performance,pg,native_source,bash cases/PERF/PERF_0056/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0056/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0056,performance,pg,human_positive,bash cases/PERF/PERF_0056/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0056/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0056,performance,pg,hard_negative,bash cases/PERF/PERF_0056/validation/run_pg_validation.sh,no,cases/PERF/PERF_0056/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0056,performance,mysql,native_source,bash cases/PERF/PERF_0056/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0056/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0056,performance,mysql,human_positive,bash cases/PERF/PERF_0056/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0056/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0056,performance,mysql,hard_negative,bash cases/PERF/PERF_0056/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0056/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0056,performance,spark,native_source,bash cases/PERF/PERF_0056/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0056/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0056,performance,spark,human_positive,bash cases/PERF/PERF_0056/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0056/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate
PERF_0056,performance,spark,hard_negative,bash cases/PERF/PERF_0056/validation/run_spark_validation.sh,no,cases/PERF/PERF_0056/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,common_core_v0_candidate retained in review packet; keep as tri-engine template-backed PERF candidate; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0062,performance,pg,native_source,bash cases/PERF/PERF_0062/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0062/runs/pg/result_check.json,unknown,ready_for_fresh_execution,replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
PERF_0062,performance,pg,human_positive,bash cases/PERF/PERF_0062/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0062/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
PERF_0062,performance,pg,hard_negative,bash cases/PERF/PERF_0062/validation/run_pg_validation.sh,no,cases/PERF/PERF_0062/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0062,performance,mysql,native_source,bash cases/PERF/PERF_0062/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0062/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
PERF_0062,performance,mysql,human_positive,bash cases/PERF/PERF_0062/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0062/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
PERF_0062,performance,mysql,hard_negative,bash cases/PERF/PERF_0062/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0062/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0062,performance,spark,native_source,bash cases/PERF/PERF_0062/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0062/runs/spark/result_check.json,unknown,ready_for_fresh_execution,replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
PERF_0062,performance,spark,human_positive,bash cases/PERF/PERF_0062/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0062/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze
PERF_0062,performance,spark,hard_negative,bash cases/PERF/PERF_0062/validation/run_spark_validation.sh,no,cases/PERF/PERF_0062/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,replacement for PERF_0002 in common_core_v0 slate; keep not yet admitted pending final freeze; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0077,performance,pg,native_source,bash cases/PERF/PERF_0077/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0077/runs/pg/result_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0077,performance,pg,human_positive,bash cases/PERF/PERF_0077/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0077/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0077,performance,pg,hard_negative,bash cases/PERF/PERF_0077/validation/run_pg_validation.sh,no,cases/PERF/PERF_0077/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0077,performance,mysql,native_source,bash cases/PERF/PERF_0077/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0077/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0077,performance,mysql,human_positive,bash cases/PERF/PERF_0077/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0077/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0077,performance,mysql,hard_negative,bash cases/PERF/PERF_0077/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0077/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0077,performance,spark,native_source,bash cases/PERF/PERF_0077/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0077/runs/spark/result_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0077,performance,spark,human_positive,bash cases/PERF/PERF_0077/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0077/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0077,performance,spark,hard_negative,bash cases/PERF/PERF_0077/validation/run_spark_validation.sh,no,cases/PERF/PERF_0077/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0082,performance,pg,native_source,bash cases/PERF/PERF_0082/validation/run_pg_validation.sh,yes,cases/PERF/PERF_0082/runs/pg/result_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0082,performance,pg,human_positive,bash cases/PERF/PERF_0082/validation/run_pg_plan_collection.sh,yes,cases/PERF/PERF_0082/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0082,performance,pg,hard_negative,bash cases/PERF/PERF_0082/validation/run_pg_validation.sh,no,cases/PERF/PERF_0082/runs/pg/result_check.json,expected_rejected_by_checker,needs_manual_command_review,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0082,performance,mysql,native_source,bash cases/PERF/PERF_0082/validation/run_mysql_validation.sh,yes,cases/PERF/PERF_0082/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0082,performance,mysql,human_positive,bash cases/PERF/PERF_0082/validation/run_mysql_plan_collection.sh,yes,cases/PERF/PERF_0082/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0082,performance,mysql,hard_negative,bash cases/PERF/PERF_0082/validation/run_mysql_validation.sh,no,cases/PERF/PERF_0082/runs/mysql/result_check.json,expected_rejected_by_checker,needs_manual_command_review,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
PERF_0082,performance,spark,native_source,bash cases/PERF/PERF_0082/validation/run_spark_validation.sh,yes,cases/PERF/PERF_0082/runs/spark/result_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0082,performance,spark,human_positive,bash cases/PERF/PERF_0082/validation/run_spark_plan_collection.sh,yes,cases/PERF/PERF_0082/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze
PERF_0082,performance,spark,hard_negative,bash cases/PERF/PERF_0082/validation/run_spark_validation.sh,no,cases/PERF/PERF_0082/runs/spark/result_check.json,expected_rejected_by_checker,needs_manual_command_review,JOB/IMDB real-schema bridge; human approved for review slate only; taxonomy/status cleanup required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0005,consistency,pg,native_source,bash cases/CONS/CONS_0005/validation/run_pg_validation.sh,yes,cases/CONS/CONS_0005/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0005,consistency,pg,human_positive,bash cases/CONS/CONS_0005/validation/run_pg_plan_collection.sh,yes,cases/CONS/CONS_0005/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0005,consistency,pg,hard_negative,bash cases/CONS/CONS_0005/validation/run_pg_validation.sh,no,cases/CONS/CONS_0005/runs/pg/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0005,consistency,mysql,native_source,bash cases/CONS/CONS_0005/validation/run_mysql_validation.sh,yes,cases/CONS/CONS_0005/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0005,consistency,mysql,human_positive,bash cases/CONS/CONS_0005/validation/run_mysql_plan_collection.sh,yes,cases/CONS/CONS_0005/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0005,consistency,mysql,hard_negative,bash cases/CONS/CONS_0005/validation/run_mysql_validation.sh,no,cases/CONS/CONS_0005/runs/mysql/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0005,consistency,spark,native_source,bash cases/CONS/CONS_0005/validation/run_spark_validation.sh,yes,cases/CONS/CONS_0005/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0005,consistency,spark,human_positive,bash cases/CONS/CONS_0005/validation/run_spark_plan_collection.sh,yes,cases/CONS/CONS_0005/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0005,consistency,spark,hard_negative,bash cases/CONS/CONS_0005/validation/run_spark_validation.sh,no,cases/CONS/CONS_0005/runs/spark/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0007,consistency,pg,native_source,bash cases/CONS/CONS_0007/validation/run_pg_validation.sh,yes,cases/CONS/CONS_0007/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0007,consistency,pg,human_positive,bash cases/CONS/CONS_0007/validation/run_pg_plan_collection.sh,yes,cases/CONS/CONS_0007/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0007,consistency,pg,hard_negative,bash cases/CONS/CONS_0007/validation/run_pg_validation.sh,no,cases/CONS/CONS_0007/runs/pg/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0007,consistency,mysql,native_source,bash cases/CONS/CONS_0007/validation/run_mysql_validation.sh,yes,cases/CONS/CONS_0007/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0007,consistency,mysql,human_positive,bash cases/CONS/CONS_0007/validation/run_mysql_plan_collection.sh,yes,cases/CONS/CONS_0007/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0007,consistency,mysql,hard_negative,bash cases/CONS/CONS_0007/validation/run_mysql_validation.sh,no,cases/CONS/CONS_0007/runs/mysql/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0007,consistency,spark,native_source,bash cases/CONS/CONS_0007/validation/run_spark_validation.sh,yes,cases/CONS/CONS_0007/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0007,consistency,spark,human_positive,bash cases/CONS/CONS_0007/validation/run_spark_plan_collection.sh,yes,cases/CONS/CONS_0007/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0007,consistency,spark,hard_negative,bash cases/CONS/CONS_0007/validation/run_spark_validation.sh,no,cases/CONS/CONS_0007/runs/spark/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0009,consistency,pg,native_source,bash cases/CONS/CONS_0009/validation/run_pg_validation.sh,yes,cases/CONS/CONS_0009/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0009,consistency,pg,human_positive,bash cases/CONS/CONS_0009/validation/run_pg_plan_collection.sh,yes,cases/CONS/CONS_0009/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0009,consistency,pg,hard_negative,bash cases/CONS/CONS_0009/validation/run_pg_validation.sh,no,cases/CONS/CONS_0009/runs/pg/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0009,consistency,mysql,native_source,bash cases/CONS/CONS_0009/validation/run_mysql_validation.sh,yes,cases/CONS/CONS_0009/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0009,consistency,mysql,human_positive,bash cases/CONS/CONS_0009/validation/run_mysql_plan_collection.sh,yes,cases/CONS/CONS_0009/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0009,consistency,mysql,hard_negative,bash cases/CONS/CONS_0009/validation/run_mysql_validation.sh,no,cases/CONS/CONS_0009/runs/mysql/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0009,consistency,spark,native_source,bash cases/CONS/CONS_0009/validation/run_spark_validation.sh,yes,cases/CONS/CONS_0009/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0009,consistency,spark,human_positive,bash cases/CONS/CONS_0009/validation/run_spark_plan_collection.sh,yes,cases/CONS/CONS_0009/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0009,consistency,spark,hard_negative,bash cases/CONS/CONS_0009/validation/run_spark_validation.sh,no,cases/CONS/CONS_0009/runs/spark/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0010,consistency,pg,native_source,bash cases/CONS/CONS_0010/validation/run_pg_validation.sh,yes,cases/CONS/CONS_0010/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0010,consistency,pg,human_positive,bash cases/CONS/CONS_0010/validation/run_pg_plan_collection.sh,yes,cases/CONS/CONS_0010/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0010,consistency,pg,hard_negative,bash cases/CONS/CONS_0010/validation/run_pg_validation.sh,no,cases/CONS/CONS_0010/runs/pg/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0010,consistency,mysql,native_source,bash cases/CONS/CONS_0010/validation/run_mysql_validation.sh,yes,cases/CONS/CONS_0010/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0010,consistency,mysql,human_positive,bash cases/CONS/CONS_0010/validation/run_mysql_plan_collection.sh,yes,cases/CONS/CONS_0010/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0010,consistency,mysql,hard_negative,bash cases/CONS/CONS_0010/validation/run_mysql_validation.sh,no,cases/CONS/CONS_0010/runs/mysql/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0010,consistency,spark,native_source,bash cases/CONS/CONS_0010/validation/run_spark_validation.sh,yes,cases/CONS/CONS_0010/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0010,consistency,spark,human_positive,bash cases/CONS/CONS_0010/validation/run_spark_plan_collection.sh,yes,cases/CONS/CONS_0010/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0010,consistency,spark,hard_negative,bash cases/CONS/CONS_0010/validation/run_spark_validation.sh,no,cases/CONS/CONS_0010/runs/spark/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0011,consistency,pg,native_source,bash cases/CONS/CONS_0011/validation/run_pg_validation.sh,yes,cases/CONS/CONS_0011/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0011,consistency,pg,human_positive,bash cases/CONS/CONS_0011/validation/run_pg_plan_collection.sh,yes,cases/CONS/CONS_0011/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0011,consistency,pg,hard_negative,bash cases/CONS/CONS_0011/validation/run_pg_validation.sh,no,cases/CONS/CONS_0011/runs/pg/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0011,consistency,mysql,native_source,bash cases/CONS/CONS_0011/validation/run_mysql_validation.sh,yes,cases/CONS/CONS_0011/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0011,consistency,mysql,human_positive,bash cases/CONS/CONS_0011/validation/run_mysql_plan_collection.sh,yes,cases/CONS/CONS_0011/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0011,consistency,mysql,hard_negative,bash cases/CONS/CONS_0011/validation/run_mysql_validation.sh,no,cases/CONS/CONS_0011/runs/mysql/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0011,consistency,spark,native_source,bash cases/CONS/CONS_0011/validation/run_spark_validation.sh,yes,cases/CONS/CONS_0011/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0011,consistency,spark,human_positive,bash cases/CONS/CONS_0011/validation/run_spark_plan_collection.sh,yes,cases/CONS/CONS_0011/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0011,consistency,spark,hard_negative,bash cases/CONS/CONS_0011/validation/run_spark_validation.sh,no,cases/CONS/CONS_0011/runs/spark/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0012,consistency,pg,native_source,bash cases/CONS/CONS_0012/validation/run_pg_validation.sh,yes,cases/CONS/CONS_0012/runs/pg/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0012,consistency,pg,human_positive,bash cases/CONS/CONS_0012/validation/run_pg_plan_collection.sh,yes,cases/CONS/CONS_0012/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0012,consistency,pg,hard_negative,bash cases/CONS/CONS_0012/validation/run_pg_validation.sh,no,cases/CONS/CONS_0012/runs/pg/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0012,consistency,mysql,native_source,bash cases/CONS/CONS_0012/validation/run_mysql_validation.sh,yes,cases/CONS/CONS_0012/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0012,consistency,mysql,human_positive,bash cases/CONS/CONS_0012/validation/run_mysql_plan_collection.sh,yes,cases/CONS/CONS_0012/runs/mysql/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0012,consistency,mysql,hard_negative,bash cases/CONS/CONS_0012/validation/run_mysql_validation.sh,no,cases/CONS/CONS_0012/runs/mysql/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0012,consistency,spark,native_source,bash cases/CONS/CONS_0012/validation/run_spark_validation.sh,yes,cases/CONS/CONS_0012/runs/spark/result_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0012,consistency,spark,human_positive,bash cases/CONS/CONS_0012/validation/run_spark_plan_collection.sh,yes,cases/CONS/CONS_0012/runs/spark/plans/plan_check.json,unknown,ready_for_fresh_execution,common_core_v0 consistency candidate; human review required before freeze
CONS_0012,consistency,spark,hard_negative,bash cases/CONS/CONS_0012/validation/run_spark_validation.sh,no,cases/CONS/CONS_0012/runs/spark/result_check.json,expected_mismatch,needs_manual_command_review,common_core_v0 consistency candidate; human review required before freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0024,consistency,pg,native_source,bash cases/CONS/CONS_0024/validation/run_pg_validation.sh,yes,cases/CONS/CONS_0024/runs/pg/result_check.json,unknown,ready_for_fresh_execution,replacement for CONS_0001; human-reviewed consistency candidate; keep not yet admitted until final freeze
CONS_0024,consistency,pg,human_positive,bash cases/CONS/CONS_0024/validation/run_pg_plan_collection.sh,yes,cases/CONS/CONS_0024/runs/pg/plans/plan_check.json,unknown,ready_for_fresh_execution,replacement for CONS_0001; human-reviewed consistency candidate; keep not yet admitted until final freeze
CONS_0024,consistency,pg,hard_negative,bash cases/CONS/CONS_0024/validation/run_pg_validation.sh,no,cases/CONS/CONS_0024/runs/pg/result_check.json,expected_mismatch,needs_manual_command_review,replacement for CONS_0001; human-reviewed consistency candidate; keep not yet admitted until final freeze; hard-negative route reuses generic validation script and needs manual semantics check
CONS_0024,consistency,mysql,native_source,bash cases/CONS/CONS_0024/validation/run_mysql_validation.sh,yes,cases/CONS/CONS_0024/runs/mysql/result_check.json,unknown,ready_for_fresh_execution,replacement for CONS_0001; human-reviewed consistency candidate; keep not yet admitted until final freeze
