case_id,pool,engine,route_id,method_id,denominator_id,source_sql_path,schema_path,witness_data_path,expected_generated_sql_path,engine_supported_by_current_runner,runner_ready,retrieval_substrate_ready,demo_policy_frozen,contamination_guard_attested,artifact_contract_ready,generation_status_planned,exclusion_or_blocker_reason,claim_boundary
PERF_0056,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_pg.sql,cases/PERF/PERF_0056/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0056/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0056,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_mysql.sql,cases/PERF/PERF_0056/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0056/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0056,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_spark.sql,cases/PERF/PERF_0056/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0056/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0062,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_pg.sql,cases/PERF/PERF_0062/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0062/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0062,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_mysql.sql,cases/PERF/PERF_0062/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0062/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0062,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_spark.sql,cases/PERF/PERF_0062/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0062/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0077,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_pg.sql,cases/PERF/PERF_0077/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0077/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0077,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_mysql.sql,cases/PERF/PERF_0077/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0077/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0077,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_spark.sql,cases/PERF/PERF_0077/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0077/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0082,performance,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/schema/ddl_pg.sql,cases/PERF/PERF_0082/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0082/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0082,performance,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/schema/ddl_mysql.sql,cases/PERF/PERF_0082/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0082/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
PERF_0082,performance,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/schema/ddl_spark.sql,cases/PERF/PERF_0082/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/PERF_0082/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0005,consistency,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0005/source.sql,cases/CONS/CONS_0005/schema/ddl_pg.sql,cases/CONS/CONS_0005/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0005/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0005,consistency,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0005/source.sql,cases/CONS/CONS_0005/schema/ddl_mysql.sql,cases/CONS/CONS_0005/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0005/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0005,consistency,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0005/source.sql,cases/CONS/CONS_0005/schema/ddl_spark.sql,cases/CONS/CONS_0005/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0005/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0007,consistency,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0007/source.sql,cases/CONS/CONS_0007/schema/ddl_pg.sql,cases/CONS/CONS_0007/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0007/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0007,consistency,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0007/source.sql,cases/CONS/CONS_0007/schema/ddl_mysql.sql,cases/CONS/CONS_0007/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0007/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0007,consistency,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0007/source.sql,cases/CONS/CONS_0007/schema/ddl_spark.sql,cases/CONS/CONS_0007/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0007/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0009,consistency,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_pg.sql,cases/CONS/CONS_0009/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0009/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0009,consistency,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_mysql.sql,cases/CONS/CONS_0009/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0009/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0009,consistency,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0009/source.sql,cases/CONS/CONS_0009/schema/ddl_spark.sql,cases/CONS/CONS_0009/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0009/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0010,consistency,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_pg.sql,cases/CONS/CONS_0010/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0010/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0010,consistency,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_mysql.sql,cases/CONS/CONS_0010/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0010/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0010,consistency,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0010/source.sql,cases/CONS/CONS_0010/schema/ddl_spark.sql,cases/CONS/CONS_0010/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0010/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0011,consistency,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_pg.sql,cases/CONS/CONS_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0011/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0011,consistency,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_mysql.sql,cases/CONS/CONS_0011/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0011/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0011,consistency,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0011/source.sql,cases/CONS/CONS_0011/schema/ddl_spark.sql,cases/CONS/CONS_0011/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0011/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0012,consistency,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_pg.sql,cases/CONS/CONS_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0012/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0012,consistency,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_mysql.sql,cases/CONS/CONS_0012/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0012/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0012,consistency,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0012/source.sql,cases/CONS/CONS_0012/schema/ddl_spark.sql,cases/CONS/CONS_0012/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0012/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0024,consistency,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_pg.sql,cases/CONS/CONS_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0024/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0024,consistency,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_mysql.sql,cases/CONS/CONS_0024/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0024/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0024,consistency,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0024/source.sql,cases/CONS/CONS_0024/schema/ddl_spark.sql,cases/CONS/CONS_0024/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0024/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0036,consistency,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_pg.sql,cases/CONS/CONS_0036/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0036/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0036,consistency,mysql,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_mysql.sql,cases/CONS/CONS_0036/validation/mysql_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0036/mysql/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0036,consistency,spark,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0036/source.sql,cases/CONS/CONS_0036/schema/ddl_spark.sql,cases/CONS/CONS_0036/validation/spark_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0036/spark/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,current formal R-Bot same-engine runner is not yet demonstrated on this engine; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
CONS_0037,consistency,pg,r_bot_same_engine_rewrite,r_bot,common_core_v0_40_same_engine_120,cases/CONS/CONS_0037/source.sql,cases/CONS/CONS_0037/schema/ddl_pg.sql,cases/CONS/CONS_0037/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/r_bot_common_core_v0_40_same_engine_generation_01/generated/CONS_0037/pg/r_bot_same_engine_rewrite.sql,no,no,no,no,no,no,blocked_until_formal_r_bot_gate_closes,PG1 exploratory recovery proved bounded feasibility only; current formal same-engine runner is not benchmark-ready; retrieval substrate/index remain tmp-only; demo policy not benchmark-frozen; contamination guard unattested; artifact contract incomplete; old prior_method_pg10 evidence is historical-only and cannot be reused,coverage_aware_same_denominator_planning_only_not_current_benchmark_metric_evidence
