case_id,primary_pool,source_family,source_detail,benchmark_line,dataset_line,admission_status,promotion_status,tri_engine_closure,validated_engines,next_gap,registry_present,expected_pool_dir,case_directory_exists,manifest_paths,source_paths,rewrite_pos_paths,rewrite_neg_paths,result_check_paths,plan_check_paths,pg_result_check_paths,pg_plan_check_paths,mysql_result_check_paths,mysql_plan_check_paths,spark_result_check_paths,spark_plan_check_paths,checker_equivalents,witness_equivalents,latest_experiment_status,latest_evidence_status,latest_core_suggestion,latest_manual_questions,evidence_status,known_risks,seed_common_core_9,expanded_pg_evidence_46,direct_llm_perf_34,prior_method_pg10,port_bounded_6,other_known_prior_evidence,replacement_suggestions
PORT_0012,portability,PARROT,BIRD pg_res.json[12]；local source datasets/raw/parrot/PARROT/benchmark/BIRD/pg_res.json[12]；draft origin PORT_DRAFT_0007；tracked cross-dialect result evidence in cases/PORT/PORT_0012/runs/result_check.json；tracked draft plan evidence in cases/PORT/PORT_0012/runs/plan_check.json,staged,not_yet_admitted,staged_not_yet_admitted,not_yet_admitted,yes,pg|mysql|spark,human review；portability review-prep packet / later formal review；later admission decision；plan semantics not formally reviewed,True,cases/PORT/PORT_0012,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/result_check.json|runs/spark/result_check.json,runs/plan_check.json,,,runs/mysql/result_check.json,,runs/spark/result_check.json,,,,已完成跨引擎实验,三引擎闭环,非核心扩展,无,needs_manual_review,known deferred or mismatch note|case-specific normalization caveat,False,False,False,False,True,port_cross_engine_closed_6_claim_packet,
PORT_0004,portability,PARROT,BIRD mysql_res.json[3]；local source datasets/raw/parrot/PARROT/benchmark/BIRD/mysql_res.json[3]；draft origin PORT_PARROT_DRAFT_0004；tracked cross-dialect result evidence in cases/PORT/PORT_0004/runs/result_check.json；tracked draft plan evidence in cases/PORT/PORT_0004/runs/plan_check.json,staged,not_yet_admitted,staged_not_yet_admitted,not_yet_admitted,yes,mysql|pg|spark,human review；portability review-prep packet / later formal review；later admission decision；plan semantics not formally reviewed,True,cases/PORT/PORT_0004,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/result_check.json|runs/spark/result_check.json,runs/plan_check.json,,,runs/mysql/result_check.json,,runs/spark/result_check.json,,validation/checker.yaml,,已完成跨引擎实验,三引擎闭环,非核心扩展,无,needs_manual_review,known deferred or mismatch note,False,False,False,False,True,port_cross_engine_closed_6_claim_packet,
PORT_0013,portability,PARROT,BIRD mysql_res.json[23]；local source datasets/raw/parrot/PARROT/benchmark/BIRD/mysql_res.json[23]；draft origin PORT_DRAFT_0013；tracked cross-dialect result evidence in cases/PORT/PORT_0013/runs/result_check.json；tracked draft plan evidence in cases/PORT/PORT_0013/runs/plan_check.json,staged,not_yet_admitted,staged_not_yet_admitted,not_yet_admitted,yes,mysql|pg|spark,human review；portability review-prep packet / later formal review；later admission decision；plan semantics not formally reviewed,True,cases/PORT/PORT_0013,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/result_check.json|runs/spark/result_check.json,runs/plan_check.json,,,runs/mysql/result_check.json,,runs/spark/result_check.json,,,,已完成跨引擎实验,三引擎闭环,非核心扩展,无,needs_manual_review,known deferred or mismatch note|case-specific normalization caveat,False,False,False,False,True,port_cross_engine_closed_6_claim_packet,
PORT_0022,portability,PARROT,BIRD mysql_res.json[0]；local source datasets/raw/parrot/PARROT/benchmark/BIRD/mysql_res.json[0]；draft origin PORT_DRAFT_0025；tracked cross-dialect result evidence in cases/PORT/PORT_0022/runs/result_check.json；tracked draft plan evidence in cases/PORT/PORT_0022/runs/plan_check.json,staged,not_yet_admitted,staged_not_yet_admitted,not_yet_admitted,yes,mysql|pg|spark,human review；portability review-prep packet / later formal review；later admission decision；plan semantics not formally reviewed,True,cases/PORT/PORT_0022,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/result_check.json|runs/spark/result_check.json,runs/plan_check.json,,,runs/mysql/result_check.json,,runs/spark/result_check.json,,,,已完成跨引擎实验,三引擎闭环,非核心扩展,无,needs_manual_review,known deferred or mismatch note|case-specific normalization caveat,False,False,False,False,True,port_cross_engine_closed_6_claim_packet,
PORT_0024,portability,PARROT,BIRD mysql_res.json[18]；local source datasets/raw/parrot/PARROT/benchmark/BIRD/mysql_res.json[18]；draft origin PORT_DRAFT_0027；tracked cross-dialect result evidence in cases/PORT/PORT_0024/runs/result_check.json；tracked draft plan evidence in cases/PORT/PORT_0024/runs/plan_check.json,staged,not_yet_admitted,staged_not_yet_admitted,not_yet_admitted,yes,mysql|pg|spark,human review；portability review-prep packet / later formal review；later admission decision；plan semantics not formally reviewed,True,cases/PORT/PORT_0024,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/result_check.json|runs/spark/result_check.json,runs/plan_check.json,,,runs/mysql/result_check.json,,runs/spark/result_check.json,,,,已完成跨引擎实验,三引擎闭环,非核心扩展,无,needs_manual_review,known deferred or mismatch note,False,False,False,False,True,port_cross_engine_closed_6_claim_packet,
PORT_0025,portability,PARROT,BIRD mysql_res.json[47]；local source datasets/raw/parrot/PARROT/benchmark/BIRD/mysql_res.json[47]；draft origin PORT_DRAFT_0028；tracked cross-dialect result evidence in cases/PORT/PORT_0025/runs/result_check.json；tracked draft plan evidence in cases/PORT/PORT_0025/runs/plan_check.json,staged,not_yet_admitted,staged_not_yet_admitted,not_yet_admitted,yes,mysql|pg|spark,human review；portability review-prep packet / later formal review；later admission decision；plan semantics not formally reviewed,True,cases/PORT/PORT_0025,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/result_check.json|runs/spark/result_check.json,runs/plan_check.json,,,runs/mysql/result_check.json,,runs/spark/result_check.json,,,,已完成跨引擎实验,三引擎闭环,非核心扩展,无,needs_manual_review,known deferred or mismatch note|case-specific normalization caveat,False,False,False,False,True,port_cross_engine_closed_6_claim_packet,
LONGTAIL_0001,longtail,manual_seed,手工构造 long-tail anchor case（非外部 benchmark）,pilot_anchor,common-core,none_needed,not_applicable_anchor,yes,pg|mysql|spark,后续统一 package 工艺后再做 schema/validator 回扫,True,cases/LONGTAIL/LONGTAIL_0001,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,,,,,,,,,,,仅完成smoke,仅preflight,核心候选待实验,无,artifact_gap,missing result_check|missing plan_check|admission/status conflict,False,False,False,False,False,,LONGTAIL_0023|LONGTAIL_0005|LONGTAIL_0011
LONGTAIL_0003,longtail,SQLStorm,SQLStorm / stackoverflow 8708.sql；local source datasets/raw/sqlstorm/SQLStorm/v1.0/stackoverflow/queries/8708.sql；draft origin LONGTAIL_DRAFT_0001；local SQLStorm candidate promoted to case-local package,not_assessed,not_assessed,not_assessed,witness_validated,yes,pg|mysql|spark,human review package quality；decide whether to keep SQLStorm-derived longtail case and whether to advance toward formal review,True,cases/LONGTAIL/LONGTAIL_0003,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/pg/result_check.json|runs/spark/result_check.json,runs/mysql/plans/plan_check.json|runs/pg/plans/plan_check.json|runs/spark/plans/plan_check.json,runs/pg/result_check.json,runs/pg/plans/plan_check.json,runs/mysql/result_check.json,runs/mysql/plans/plan_check.json,runs/spark/result_check.json,runs/spark/plans/plan_check.json,,,已完成主实验,三引擎闭环,非核心扩展,无,defer_recommended,known deferred or mismatch note,False,False,False,False,False,,LONGTAIL_0005|LONGTAIL_0011|LONGTAIL_0023
LONGTAIL_0004,longtail,SQLStorm,SQLStorm / stackoverflow 13845.sql；local source datasets/raw/sqlstorm/SQLStorm/v1.0/stackoverflow/queries/13845.sql；draft origin LONGTAIL_DRAFT_0002；local SQLStorm candidate promoted to case-local package,not_assessed,not_assessed,not_assessed,witness_validated,yes,pg|mysql|spark,human review package quality；decide whether to keep SQLStorm-derived longtail case and whether to advance toward formal review,True,cases/LONGTAIL/LONGTAIL_0004,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/pg/result_check.json|runs/spark/result_check.json,runs/mysql/plans/plan_check.json|runs/pg/plans/plan_check.json|runs/spark/plans/plan_check.json,runs/pg/result_check.json,runs/pg/plans/plan_check.json,runs/mysql/result_check.json,runs/mysql/plans/plan_check.json,runs/spark/result_check.json,runs/spark/plans/plan_check.json,,,已完成主实验,三引擎闭环,非核心扩展,无,defer_recommended,known deferred or mismatch note,False,False,False,False,False,,LONGTAIL_0005|LONGTAIL_0011|LONGTAIL_0023
LONGTAIL_0016,longtail,SQLStorm,SQLStorm / stackoverflow 10426.sql；local source datasets/raw/sqlstorm/SQLStorm/v1.0/stackoverflow/queries/10426.sql；draft origin LONGTAIL_DRAFT_0010；local SQLStorm candidate promoted to case-local package,not_assessed,not_assessed,not_assessed,witness_validated,yes,pg|mysql|spark,human review package quality；decide whether to keep SQLStorm-derived longtail case and whether to advance toward formal review,True,cases/LONGTAIL/LONGTAIL_0016,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/pg/result_check.json|runs/spark/result_check.json,runs/mysql/plans/plan_check.json|runs/pg/plans/plan_check.json|runs/spark/plans/plan_check.json,runs/pg/result_check.json,runs/pg/plans/plan_check.json,runs/mysql/result_check.json,runs/mysql/plans/plan_check.json,runs/spark/result_check.json,runs/spark/plans/plan_check.json,,,已完成主实验,三引擎闭环,非核心扩展,无,defer_recommended,known deferred or mismatch note,False,False,False,False,False,,LONGTAIL_0005|LONGTAIL_0011|LONGTAIL_0023
LONGTAIL_0022,longtail,Stack Queries,Stack Queries / SuperUser XML dump substrate；manual/hybrid comments-posts interaction anchor；not direct SEDE source-text case；not SQLStorm source；tracked engine-local result evidence in cases/LONGTAIL/LONGTAIL_0022/runs/result_check.json；tracked engine-local plan evidence in cases/LONGTAIL/LONGTAIL_0022/runs/plan_check.json,staged,not_yet_admitted,staged_not_yet_admitted,not_under_review,yes,pg|mysql|spark,human review package quality；prepare longtail review-prep wording；plan semantics not formally reviewed；later admission decision,True,cases/LONGTAIL/LONGTAIL_0022,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/pg/result_check.json|runs/result_check.json|runs/spark/result_check.json,runs/mysql/plans/plan_check.json|runs/pg/plans/plan_check.json|runs/plan_check.json|runs/spark/plans/plan_check.json,runs/pg/result_check.json,runs/pg/plans/plan_check.json,runs/mysql/result_check.json,runs/mysql/plans/plan_check.json,runs/spark/result_check.json,runs/spark/plans/plan_check.json,,,已完成主实验,三引擎闭环,非核心扩展,无,needs_manual_review,known deferred or mismatch note|case-specific normalization caveat,False,False,False,False,False,,
LONGTAIL_0024,longtail,Stack Queries,Stack Queries / SuperUser XML dump substrate；manual/hybrid posthistory temporal anchor；not direct SEDE source-text case；not SQLStorm source；tracked engine-local result evidence in cases/LONGTAIL/LONGTAIL_0024/runs/result_check.json；tracked engine-local plan evidence in cases/LONGTAIL/LONGTAIL_0024/runs/plan_check.json,staged,not_yet_admitted,staged_not_yet_admitted,not_under_review,yes,pg|mysql|spark,human review package quality；prepare longtail review-prep wording；plan semantics not formally reviewed；later admission decision,True,cases/LONGTAIL/LONGTAIL_0024,True,manifest.yaml,source.sql,rewrite_pos_01.sql,rewrite_neg_01.sql,runs/mysql/result_check.json|runs/pg/result_check.json|runs/result_check.json|runs/spark/result_check.json,runs/mysql/plans/plan_check.json|runs/pg/plans/plan_check.json|runs/plan_check.json|runs/spark/plans/plan_check.json,runs/pg/result_check.json,runs/pg/plans/plan_check.json,runs/mysql/result_check.json,runs/mysql/plans/plan_check.json,runs/spark/result_check.json,runs/spark/plans/plan_check.json,,,已完成主实验,三引擎闭环,非核心扩展,无,needs_manual_review,known deferred or mismatch note|case-specific normalization caveat,False,False,False,False,False,,
