case_id,pool,engine,route_id,source_sql_path,schema_path,prompt_input_available,target_output_path,generation_status,exclusion_reason,caveat,expected_execution_engine,denominator_id,method_id
PERF_0052,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0052/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0052,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0052/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0052,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0052/source.sql,cases/PERF/PERF_0052/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0052/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0054,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0054/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0054,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0054/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0054,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0054/source.sql,cases/PERF/PERF_0054/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0054/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0056,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0056/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0056,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0056/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0056,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0056/source.sql,cases/PERF/PERF_0056/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0056/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0062,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0062/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,mysql,common_core_v0_40,direct_llm
PERF_0062,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0062/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,pg,common_core_v0_40,direct_llm
PERF_0062,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0062/source.sql,cases/PERF/PERF_0062/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0062/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,none,spark,common_core_v0_40,direct_llm
PERF_0077,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0077/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,job_imdb_real_schema_bridge_human_approved_candidate_keep_taxonomy_status_cleanup_note,mysql,common_core_v0_40,direct_llm
PERF_0077,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0077/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,job_imdb_real_schema_bridge_human_approved_candidate_keep_taxonomy_status_cleanup_note,pg,common_core_v0_40,direct_llm
PERF_0077,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0077/source.sql,cases/PERF/PERF_0077/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0077/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,job_imdb_real_schema_bridge_human_approved_candidate_keep_taxonomy_status_cleanup_note,spark,common_core_v0_40,direct_llm
PERF_0082,performance,mysql,direct_llm_same_engine_rewrite,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0082/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,job_imdb_real_schema_bridge_human_approved_candidate_keep_taxonomy_status_cleanup_note,mysql,common_core_v0_40,direct_llm
PERF_0082,performance,pg,direct_llm_same_engine_rewrite,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0082/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,job_imdb_real_schema_bridge_human_approved_candidate_keep_taxonomy_status_cleanup_note,pg,common_core_v0_40,direct_llm
PERF_0082,performance,spark,direct_llm_same_engine_rewrite,cases/PERF/PERF_0082/source.sql,cases/PERF/PERF_0082/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PERF_0082/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,job_imdb_real_schema_bridge_human_approved_candidate_keep_taxonomy_status_cleanup_note,spark,common_core_v0_40,direct_llm
PORT_0003,portability,mysql,direct_llm_same_engine_rewrite,cases/PORT/PORT_0003/source.sql,cases/PORT/PORT_0003/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0003/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,mysql,common_core_v0_40,direct_llm
PORT_0003,portability,pg,direct_llm_same_engine_rewrite,cases/PORT/PORT_0003/source.sql,cases/PORT/PORT_0003/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0003/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,pg,common_core_v0_40,direct_llm
PORT_0003,portability,spark,direct_llm_same_engine_rewrite,cases/PORT/PORT_0003/source.sql,cases/PORT/PORT_0003/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0003/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,spark,common_core_v0_40,direct_llm
PORT_0004,portability,mysql,direct_llm_same_engine_rewrite,cases/PORT/PORT_0004/source.sql,cases/PORT/PORT_0004/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0004/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,mysql,common_core_v0_40,direct_llm
PORT_0004,portability,pg,direct_llm_same_engine_rewrite,cases/PORT/PORT_0004/source.sql,cases/PORT/PORT_0004/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0004/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,pg,common_core_v0_40,direct_llm
PORT_0004,portability,spark,direct_llm_same_engine_rewrite,cases/PORT/PORT_0004/source.sql,cases/PORT/PORT_0004/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0004/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,spark,common_core_v0_40,direct_llm
PORT_0005,portability,mysql,direct_llm_same_engine_rewrite,cases/PORT/PORT_0005/source.sql,cases/PORT/PORT_0005/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0005/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,mysql,common_core_v0_40,direct_llm
PORT_0005,portability,pg,direct_llm_same_engine_rewrite,cases/PORT/PORT_0005/source.sql,cases/PORT/PORT_0005/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0005/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,pg,common_core_v0_40,direct_llm
PORT_0005,portability,spark,direct_llm_same_engine_rewrite,cases/PORT/PORT_0005/source.sql,cases/PORT/PORT_0005/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0005/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,spark,common_core_v0_40,direct_llm
PORT_0008,portability,mysql,direct_llm_same_engine_rewrite,cases/PORT/PORT_0008/source.sql,cases/PORT/PORT_0008/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0008/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,mysql,common_core_v0_40,direct_llm
PORT_0008,portability,pg,direct_llm_same_engine_rewrite,cases/PORT/PORT_0008/source.sql,cases/PORT/PORT_0008/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0008/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,pg,common_core_v0_40,direct_llm
PORT_0008,portability,spark,direct_llm_same_engine_rewrite,cases/PORT/PORT_0008/source.sql,cases/PORT/PORT_0008/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0008/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,spark,common_core_v0_40,direct_llm
PORT_0012,portability,mysql,direct_llm_same_engine_rewrite,cases/PORT/PORT_0012/source.sql,cases/PORT/PORT_0012/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0012/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,mysql,common_core_v0_40,direct_llm
PORT_0012,portability,pg,direct_llm_same_engine_rewrite,cases/PORT/PORT_0012/source.sql,cases/PORT/PORT_0012/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0012/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,pg,common_core_v0_40,direct_llm
PORT_0012,portability,spark,direct_llm_same_engine_rewrite,cases/PORT/PORT_0012/source.sql,cases/PORT/PORT_0012/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0012/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,spark,common_core_v0_40,direct_llm
PORT_0013,portability,mysql,direct_llm_same_engine_rewrite,cases/PORT/PORT_0013/source.sql,cases/PORT/PORT_0013/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0013/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,mysql,common_core_v0_40,direct_llm
PORT_0013,portability,pg,direct_llm_same_engine_rewrite,cases/PORT/PORT_0013/source.sql,cases/PORT/PORT_0013/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0013/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,pg,common_core_v0_40,direct_llm
PORT_0013,portability,spark,direct_llm_same_engine_rewrite,cases/PORT/PORT_0013/source.sql,cases/PORT/PORT_0013/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0013/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,spark,common_core_v0_40,direct_llm
PORT_0022,portability,mysql,direct_llm_same_engine_rewrite,cases/PORT/PORT_0022/source.sql,cases/PORT/PORT_0022/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0022/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,mysql,common_core_v0_40,direct_llm
PORT_0022,portability,pg,direct_llm_same_engine_rewrite,cases/PORT/PORT_0022/source.sql,cases/PORT/PORT_0022/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0022/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,pg,common_core_v0_40,direct_llm
PORT_0022,portability,spark,direct_llm_same_engine_rewrite,cases/PORT/PORT_0022/source.sql,cases/PORT/PORT_0022/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0022/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,spark,common_core_v0_40,direct_llm
PORT_0024,portability,mysql,direct_llm_same_engine_rewrite,cases/PORT/PORT_0024/source.sql,cases/PORT/PORT_0024/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0024/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,mysql,common_core_v0_40,direct_llm
PORT_0024,portability,pg,direct_llm_same_engine_rewrite,cases/PORT/PORT_0024/source.sql,cases/PORT/PORT_0024/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0024/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,pg,common_core_v0_40,direct_llm
PORT_0024,portability,spark,direct_llm_same_engine_rewrite,cases/PORT/PORT_0024/source.sql,cases/PORT/PORT_0024/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0024/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated,spark,common_core_v0_40,direct_llm
PORT_0025,portability,mysql,direct_llm_same_engine_rewrite,cases/PORT/PORT_0025/source.sql,cases/PORT/PORT_0025/schema/ddl_mysql.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0025/mysql/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,mysql,common_core_v0_40,direct_llm
PORT_0025,portability,pg,direct_llm_same_engine_rewrite,cases/PORT/PORT_0025/source.sql,cases/PORT/PORT_0025/schema/ddl_pg.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0025/pg/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,pg,common_core_v0_40,direct_llm
PORT_0025,portability,spark,direct_llm_same_engine_rewrite,cases/PORT/PORT_0025/source.sql,cases/PORT/PORT_0025/schema/ddl_spark.sql,yes,reports/evaluation/common_core_v0/runs/direct_llm_same_engine_generation_01/generated/PORT_0025/spark/direct_llm_same_engine_rewrite.sql,ready_for_generation,,portability_stress_case_keep_explicit_same_engine_row_even_if_downstream_unsupported_or_caveated; normalization_caveat_port_stress_case_no_speedup_transfer_claim_by_default,spark,common_core_v0_40,direct_llm
