generated_output_family,generated_output_path,normalized_hash_available,normalized_hash,corpus_text_available,present_in_candidate_corpus,matching_manifest_item_ids,attestation_status,blocker_reason
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/CONS_0005/mysql/sqlglot_optimize_same_dialect.sql,yes,8cb3201510ac84d2f208b0977f1ff22bfaeb9984d46c563d5f08975164a1ffb7,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0024/pg/sqlglot_transpile_same_dialect_noop.sql,yes,4ef4d6dda5fa352d4041b6e0c5ef8b30aafa4977867ea02fbdd1566dc944f0d1,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0024/spark/sqlglot_optimize_same_dialect.sql,yes,436feff3af73e89579690c0c88d02383a156aa749276e0ba05cca7c1d7d0071c,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/LONGTAIL_0024/spark/sqlglot_transpile_same_dialect_noop.sql,yes,4ef4d6dda5fa352d4041b6e0c5ef8b30aafa4977867ea02fbdd1566dc944f0d1,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/mysql/sqlglot_optimize_same_dialect.sql,yes,9fbcd41c83bd82a95ca2bc42c68c8e5dbf426123a21c3ae66aed6883d52f50b7,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/mysql/sqlglot_transpile_same_dialect_noop.sql,yes,015293c350cb271499c999630700bf6ae31d070b7fac708d863f0aef57cf25d7,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/pg/sqlglot_optimize_same_dialect.sql,yes,a743f375d10baaa7d5bd0de6e897fb7200a4e6d3c8eb721f1c617a43d1eaf2cb,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/pg/sqlglot_transpile_same_dialect_noop.sql,yes,015293c350cb271499c999630700bf6ae31d070b7fac708d863f0aef57cf25d7,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/spark/sqlglot_optimize_same_dialect.sql,yes,9fbcd41c83bd82a95ca2bc42c68c8e5dbf426123a21c3ae66aed6883d52f50b7,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0006/spark/sqlglot_transpile_same_dialect_noop.sql,yes,015293c350cb271499c999630700bf6ae31d070b7fac708d863f0aef57cf25d7,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0007/mysql/sqlglot_optimize_same_dialect.sql,yes,1b435f0274fa02da90c87ef346aa7e1df39fc388373319c7334b0ce69d001be0,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0007/mysql/sqlglot_transpile_same_dialect_noop.sql,yes,977eb4d0818875dccb3f4971843c17e995554a07f5429978c65c0f33267f792e,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0007/pg/sqlglot_optimize_same_dialect.sql,yes,e3eff8a9ac3599d60f13fe6d059342ce29a028d3baf87d3b10d695f186b5eca5,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0007/pg/sqlglot_transpile_same_dialect_noop.sql,yes,ce22a95c9bce011ff96358bf0261cbeaf0156978a7323ab64385c53674ce88b1,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0007/spark/sqlglot_optimize_same_dialect.sql,yes,1b435f0274fa02da90c87ef346aa7e1df39fc388373319c7334b0ce69d001be0,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0007/spark/sqlglot_transpile_same_dialect_noop.sql,yes,977eb4d0818875dccb3f4971843c17e995554a07f5429978c65c0f33267f792e,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0008/mysql/sqlglot_transpile_same_dialect_noop.sql,yes,5b65c7b3206176a2c31ad746c21a03e0aae62b17696c39159dcf28979fa39bbf,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0008/pg/sqlglot_transpile_same_dialect_noop.sql,yes,5b65c7b3206176a2c31ad746c21a03e0aae62b17696c39159dcf28979fa39bbf,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0008/spark/sqlglot_transpile_same_dialect_noop.sql,yes,6ec31f09fe9e7d6792a1a14ffbcdd2f9797f19dcf4882bde490b126711407324,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0013/mysql/sqlglot_transpile_same_dialect_noop.sql,yes,5cc225f59ba4b27838af234e614384ab4f1c842ac3c31b4ffaf564ffb22c8370,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0013/pg/sqlglot_transpile_same_dialect_noop.sql,yes,e3cc6595de6608352feabf306b2198213c802bf02c66ecaaaa6f036e701161ba,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0013/spark/sqlglot_transpile_same_dialect_noop.sql,yes,0a2d1e815cd22a1ab22014b64d1d187a63f667b43c07e323a2e7c78facf3deef,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0017/mysql/sqlglot_transpile_same_dialect_noop.sql,yes,978e221c0f203618ed7f0859d83286edfbc3c0ffb6f053478a9ef84edb79667c,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0017/pg/sqlglot_transpile_same_dialect_noop.sql,yes,7a5dffe0cd4f6c2a202e038af42d70c9583ae0c93f6fa6588e95ca97a0f53d88,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0017/spark/sqlglot_transpile_same_dialect_noop.sql,yes,cc6249b47d735abbc276462c39aafb24550e89f501835e4e3637ae699ce7f2b1,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0019/mysql/sqlglot_transpile_same_dialect_noop.sql,yes,8063be1c3a5147b501cf6c924ac7e8a55809913879bc4398bf1cc39febb05876,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0019/pg/sqlglot_transpile_same_dialect_noop.sql,yes,8063be1c3a5147b501cf6c924ac7e8a55809913879bc4398bf1cc39febb05876,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0019/spark/sqlglot_transpile_same_dialect_noop.sql,yes,8063be1c3a5147b501cf6c924ac7e8a55809913879bc4398bf1cc39febb05876,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0024/mysql/sqlglot_transpile_same_dialect_noop.sql,yes,373ae0e47564ff77897b20a5be92888c4f883a3bd51da78e0bfd540e23e7ce27,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0024/pg/sqlglot_transpile_same_dialect_noop.sql,yes,34b78da01eb3f5a7f96a119814002b1c3b6f8aa207fca1edee8c220abe411538,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0024/spark/sqlglot_transpile_same_dialect_noop.sql,yes,f978549b89ce2e3655eb237b1a5d0b6ec0e091262f199032494bef39549930c5,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0033/mysql/sqlglot_optimize_same_dialect.sql,yes,b1059499e1ff54f8a51e87af24b8aced7de38dffbf0265285e2ea04f6066bf76,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0033/mysql/sqlglot_transpile_same_dialect_noop.sql,yes,4de64a172ebcb7b78a3661b09d5912207c36808cd59f599e9aeb2060f5b83a2c,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0033/pg/sqlglot_optimize_same_dialect.sql,yes,9e2d56944bca0de2db804d8314c8dbb3de8e035a6e2f2e90d590d39df4b53367,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0033/pg/sqlglot_transpile_same_dialect_noop.sql,yes,4de64a172ebcb7b78a3661b09d5912207c36808cd59f599e9aeb2060f5b83a2c,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0033/spark/sqlglot_optimize_same_dialect.sql,yes,b1059499e1ff54f8a51e87af24b8aced7de38dffbf0265285e2ea04f6066bf76,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
sqlglot,/home/tianci_gao/code/sql-rewrite-bench/reports/evaluation/common_core_v0/runs/sqlglot_same_engine_generation_01/generated/PERF_0033/spark/sqlglot_transpile_same_dialect_noop.sql,yes,dcab97db2a3d09c8d8d4dfeea073d84d42f15dfd42818f251d6fbaef3db82877,no,blocked,,blocked_corpus_text_unavailable,manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/knowledge-base/rule_cluster_funcs; manifest_text_unavailable:/tmp/rewritebench_prior_method_audit/LLM4Rewrite/rag/stackoverflow-rewrite-embed.zip
