case_id,pool,engine,route_id,generation_status,execution_status_observed,consistency_check_status,source_sql_path,generated_sql_path,schema_path,witness_data_path,source_output_path,generated_output_path,result_check_path,timing_eligible,speedup_eligible,exclusion_reason,expected_timing_output_path,caveat
PORT_0012,portability,pg,calcite_hep_pg_rewrite,generation_failed_parse,not_executed_generation_failed,not_checked_generation_failed,cases/PORT/PORT_0012/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0012/pg/calcite_hep_pg_rewrite.sql,cases/PORT/PORT_0012/schema/ddl_pg.sql,cases/PORT/PORT_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0012/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0012/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0012/pg/result_check.json,no,no,generation_failed_parse,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PORT_0012/pg/calcite_hep_pg_rewrite.json,generation_failed_parse_kept_in_denominator
PORT_0013,portability,pg,calcite_hep_pg_rewrite,generation_failed_unsupported_sql,not_executed_generation_failed,not_checked_generation_failed,cases/PORT/PORT_0013/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0013/pg/calcite_hep_pg_rewrite.sql,cases/PORT/PORT_0013/schema/ddl_pg.sql,cases/PORT/PORT_0013/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0013/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0013/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0013/pg/result_check.json,no,no,generation_failed_unsupported_sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PORT_0013/pg/calcite_hep_pg_rewrite.json,generation_failed_schema_ingestion_or_parser_limit_kept_in_denominator
PORT_0022,portability,pg,calcite_hep_pg_rewrite,generation_failed_parse,not_executed_generation_failed,not_checked_generation_failed,cases/PORT/PORT_0022/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0022/pg/calcite_hep_pg_rewrite.sql,cases/PORT/PORT_0022/schema/ddl_pg.sql,cases/PORT/PORT_0022/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0022/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0022/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0022/pg/result_check.json,no,no,generation_failed_parse,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PORT_0022/pg/calcite_hep_pg_rewrite.json,generation_failed_parse_kept_in_denominator
PORT_0024,portability,pg,calcite_hep_pg_rewrite,generation_success,execution_failed,not_checked_execution_failed,cases/PORT/PORT_0024/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0024/pg/calcite_hep_pg_rewrite.sql,cases/PORT/PORT_0024/schema/ddl_pg.sql,cases/PORT/PORT_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0024/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0024/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0024/pg/result_check.json,no,no,execution_failed,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PORT_0024/pg/calcite_hep_pg_rewrite.json,execution_failed_pg_dialect_or_quoting_issue; control_native_source_status=skipped
PORT_0025,portability,pg,calcite_hep_pg_rewrite,generation_failed_parse,not_executed_generation_failed,not_checked_generation_failed,cases/PORT/PORT_0025/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/PORT_0025/pg/calcite_hep_pg_rewrite.sql,cases/PORT/PORT_0025/schema/ddl_pg.sql,cases/PORT/PORT_0025/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0025/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0025/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/PORT_0025/pg/result_check.json,no,no,generation_failed_parse,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/PORT_0025/pg/calcite_hep_pg_rewrite.json,generation_failed_parse_kept_in_denominator
LONGTAIL_0011,longtail,pg,calcite_hep_pg_rewrite,generation_success,execution_failed,not_checked_execution_failed,cases/LONGTAIL/LONGTAIL_0011/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0011/pg/calcite_hep_pg_rewrite.sql,cases/LONGTAIL/LONGTAIL_0011/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0011/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0011/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0011/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0011/pg/result_check.json,no,no,execution_failed,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/LONGTAIL_0011/pg/calcite_hep_pg_rewrite.json,execution_failed_generated_sql_identifier_or_pg_semantics_issue
LONGTAIL_0012,longtail,pg,calcite_hep_pg_rewrite,generation_success,execution_failed,not_checked_execution_failed,cases/LONGTAIL/LONGTAIL_0012/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0012/pg/calcite_hep_pg_rewrite.sql,cases/LONGTAIL/LONGTAIL_0012/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0012/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0012/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0012/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0012/pg/result_check.json,no,no,execution_failed,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/LONGTAIL_0012/pg/calcite_hep_pg_rewrite.json,execution_failed_generated_sql_identifier_or_pg_semantics_issue
LONGTAIL_0013,longtail,pg,calcite_hep_pg_rewrite,generation_success,execution_failed,not_checked_execution_failed,cases/LONGTAIL/LONGTAIL_0013/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0013/pg/calcite_hep_pg_rewrite.sql,cases/LONGTAIL/LONGTAIL_0013/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0013/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0013/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0013/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0013/pg/result_check.json,no,no,execution_failed,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/LONGTAIL_0013/pg/calcite_hep_pg_rewrite.json,execution_failed_generated_sql_identifier_or_pg_semantics_issue
LONGTAIL_0022,longtail,pg,calcite_hep_pg_rewrite,generation_failed_unsupported_sql,not_executed_generation_failed,not_checked_generation_failed,cases/LONGTAIL/LONGTAIL_0022/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0022/pg/calcite_hep_pg_rewrite.sql,cases/LONGTAIL/LONGTAIL_0022/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0022/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0022/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0022/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0022/pg/result_check.json,no,no,generation_failed_unsupported_sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/LONGTAIL_0022/pg/calcite_hep_pg_rewrite.json,generation_failed_schema_ingestion_or_parser_limit_kept_in_denominator
LONGTAIL_0023,longtail,pg,calcite_hep_pg_rewrite,generation_failed_unsupported_sql,not_executed_generation_failed,not_checked_generation_failed,cases/LONGTAIL/LONGTAIL_0023/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0023/pg/calcite_hep_pg_rewrite.sql,cases/LONGTAIL/LONGTAIL_0023/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0023/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0023/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0023/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0023/pg/result_check.json,no,no,generation_failed_unsupported_sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/LONGTAIL_0023/pg/calcite_hep_pg_rewrite.json,generation_failed_schema_ingestion_or_parser_limit_kept_in_denominator
LONGTAIL_0024,longtail,pg,calcite_hep_pg_rewrite,generation_failed_unsupported_sql,not_executed_generation_failed,not_checked_generation_failed,cases/LONGTAIL/LONGTAIL_0024/source.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_generation_01/generated/LONGTAIL_0024/pg/calcite_hep_pg_rewrite.sql,cases/LONGTAIL/LONGTAIL_0024/schema/ddl_pg.sql,cases/LONGTAIL/LONGTAIL_0024/validation/pg_witness_data.sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0024/pg/source.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0024/pg/generated.tsv,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_execution_01/workspaces/LONGTAIL_0024/pg/result_check.json,no,no,generation_failed_unsupported_sql,reports/evaluation/common_core_v0/runs/calcite_hep_pg40_timing_01/timings/LONGTAIL_0024/pg/calcite_hep_pg_rewrite.json,generation_failed_schema_ingestion_or_parser_limit_kept_in_denominator
