section_id,table_id,field_or_placeholder,current_draft_value,resolved_value,status,required_action,source_artifact,source_field_or_method,denominator_id,track,engine_scope,claim_boundary,notes
8.5,Table 13,SQLGlot no-op planned,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,planned,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot no-op generated,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,generated,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot no-op executed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,executed,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot no-op exact,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,exact,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot no-op timed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,timed,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot no-op GM,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,GM,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot no-op Regression@20,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,Regression@20,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot combined planned,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,planned,sqlglot_combined_same_engine_240,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot combined generated,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,generated,sqlglot_combined_same_engine_240,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot combined executed,not_written,requires_new_aggregation,requires_new_aggregation,build appendix-only aggregation from retained mixed-scope artifacts,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,executed,sqlglot_combined_same_engine_240,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot combined exact,not_written,requires_new_aggregation,requires_new_aggregation,build appendix-only aggregation from retained mixed-scope artifacts,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,exact,sqlglot_combined_same_engine_240,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot combined timed,not_written,requires_new_aggregation,requires_new_aggregation,build appendix-only aggregation from retained mixed-scope artifacts,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,timed,sqlglot_combined_same_engine_240,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot combined GM,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,GM,sqlglot_combined_same_engine_240,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,SQLGlot combined Regression@20,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,Regression@20,sqlglot_combined_same_engine_240,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP fail-closed planned,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,planned,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP fail-closed generated,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,generated,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP fail-closed executed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,executed,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP fail-closed exact,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,exact,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP fail-closed timed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,timed,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP fail-closed GM,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,GM,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP fail-closed Regression@20,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table3_same_engine_method_evidence_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table6_performance_on_exact_timed_rows_v4.csv,Regression@20,common_core_v0_40_same_engine_120,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP PG timing planned,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,planned,calcite_pg21_legacy_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP PG timing generated,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,generated,calcite_pg21_legacy_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP PG timing executed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,executed,calcite_pg21_legacy_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP PG timing exact,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,exact,calcite_pg21_legacy_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP PG timing timed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,timed,calcite_pg21_legacy_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP PG timing GM,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,GM,calcite_pg21_legacy_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,Calcite HEP PG timing Regression@20,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,Regression@20,calcite_pg21_legacy_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,R-Bot planned,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,planned,mixed_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,R-Bot generated,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,generated,mixed_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,R-Bot executed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,executed,mixed_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,R-Bot exact,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,exact,mixed_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,R-Bot timed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,timed,mixed_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,R-Bot GM,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,GM,mixed_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,R-Bot Regression@20,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/r_bot_formal_result_card_v1.csv|reports/evaluation/common_core_v0/r_bot_common_core_120_evidence_reconciliation_v1.csv,Regression@20,mixed_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 original planned,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,planned,common_core_v0_llm_r2_pg_supported_9,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 original generated,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,generated,common_core_v0_llm_r2_pg_supported_9,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 original executed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,executed,common_core_v0_llm_r2_pg_supported_9,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 original exact,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,exact,common_core_v0_llm_r2_pg_supported_9,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 original timed,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,timed,common_core_v0_llm_r2_pg_supported_9,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 original GM,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,GM,common_core_v0_llm_r2_pg_supported_9,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 original Regression@20,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/llm_r2_pg9_bounded_evidence_reconciliation_v1.csv,Regression@20,common_core_v0_llm_r2_pg_supported_9,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 recovered planned,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/llm_r2_recovered_extraction_pg6_bounded_evidence_review_v1.csv,planned,common_core_v0_llm_r2_recovered_pg6,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 recovered generated,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/llm_r2_recovered_extraction_pg6_bounded_evidence_review_v1.csv,generated,common_core_v0_llm_r2_recovered_pg6,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 recovered executed,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/llm_r2_recovered_extraction_pg6_bounded_evidence_review_v1.csv,executed,common_core_v0_llm_r2_recovered_pg6,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 recovered exact,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/llm_r2_recovered_extraction_pg6_bounded_evidence_review_v1.csv,exact,common_core_v0_llm_r2_recovered_pg6,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 recovered timed,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/llm_r2_recovered_extraction_pg6_bounded_evidence_review_v1.csv,timed,common_core_v0_llm_r2_recovered_pg6,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 recovered GM,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/llm_r2_recovered_extraction_pg6_bounded_evidence_review_v1.csv,GM,common_core_v0_llm_r2_recovered_pg6,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LLM-R2 recovered Regression@20,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/llm_r2_recovered_extraction_pg6_bounded_evidence_review_v1.csv,Regression@20,common_core_v0_llm_r2_recovered_pg6,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LearnedRewrite planned,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/prior_methods_pg10_bounded_appendix_v1.md|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,planned,learnedrewrite_pg10_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LearnedRewrite generated,not_written,requires_manual_review,requires_manual_review,review mixed-scope or narrative-only appendix evidence before insertion,reports/evaluation/common_core_v0/prior_methods_pg10_bounded_appendix_v1.md|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,generated,learnedrewrite_pg10_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LearnedRewrite executed,not_written,requires_manual_review,requires_manual_review,review mixed-scope or narrative-only appendix evidence before insertion,reports/evaluation/common_core_v0/prior_methods_pg10_bounded_appendix_v1.md|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,executed,learnedrewrite_pg10_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LearnedRewrite exact,not_written,filled_from_existing_artifact,filled_from_existing_artifact,insert route-level value directly from retained artifact,reports/evaluation/common_core_v0/prior_methods_pg10_bounded_appendix_v1.md|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,exact,learnedrewrite_pg10_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LearnedRewrite timed,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/prior_methods_pg10_bounded_appendix_v1.md|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,timed,learnedrewrite_pg10_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LearnedRewrite GM,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/prior_methods_pg10_bounded_appendix_v1.md|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,GM,learnedrewrite_pg10_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.5,Table 13,LearnedRewrite Regression@20,not_written,not_supported_write_NA,not_supported_write_NA,write NA / not computed,reports/evaluation/common_core_v0/prior_methods_pg10_bounded_appendix_v1.md|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table11_bounded_pilot_evidence_reuse_v3.csv,Regression@20,learnedrewrite_pg10_bounded,Track A or appendix,route_specific,all method rows remain leaderboard_comparable=no unless explicit policy says otherwise,
8.6,Table 14,planned_negative_rows,not_written,120,filled_from_existing_artifact,insert direct package hard-negative denominator,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_summary_v1.csv,expected_negative_rows,package_hard_negative_120,Track A controls,pg_mysql_spark_known_negatives,package hard-negative closure only,
8.6,Table 14,tested_negative_rows,not_written,111,filled_from_existing_artifact,insert direct tested denominator,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_summary_v1.csv,tested_negative_rows,package_hard_negative_111_tested,Track A controls,pg_mysql_spark_known_negatives,blocked not-applicable rows remain visible,
8.6,Table 14,NA_rows,not_written,9,filled_from_existing_artifact,insert blocked / not-applicable count,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_closure_summary_v1.csv,blocked_rows,package_hard_negative_120,Track A controls,pg_mysql_spark_known_negatives,do not hide blocked rows,
8.6,Table 14,executable_semantic_rejections,not_written,111,filled_from_existing_artifact,insert executable mismatch rejection count,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_rejection_mode_audit_v1.csv,mismatch_rejected,package_hard_negative_111_tested,Track A controls,pg_mysql_spark_known_negatives,tested rows are semantic mismatches rather than crash rejections,
8.6,Table 14,execution_failure_rejections,not_written,0,filled_from_existing_artifact,insert negative execution failure rejection count,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_rejection_mode_audit_v1.csv,negative_execution_failed_rejected,package_hard_negative_111_tested,Track A controls,pg_mysql_spark_known_negatives,currently zero in retained packet,
8.6,Table 14,checker_failures,not_written,0,filled_from_existing_artifact,insert checker failure count,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_rejection_mode_audit_v1.csv,checker_failed,package_hard_negative_111_tested,Track A controls,pg_mysql_spark_known_negatives,currently zero,
8.6,Table 14,false_accepts,not_written,0,filled_from_existing_artifact,insert false accept count,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_rejection_mode_audit_v1.csv,false_accept,package_hard_negative_111_tested,Track A controls,pg_mysql_spark_known_negatives,"package hard-negative false accepts only, not method accepted-candidate audit",
8.6,Table 14,per_pool_split_readiness,not_written,pool rows retained in rejection-mode audit,filled_from_existing_artifact,use pool rows directly,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/package_hard_negative_rejection_mode_audit_v1.csv,group_type=pool rows,package_hard_negative_111_tested,Track A controls,pg_mysql_spark_known_negatives,PERF/CONS/PORT/LONGTAIL rows already retained,
8.6,Table 15,direct_llm / direct_llm_same_engine_rewrite planned,not_written,120,filled_from_existing_artifact,route-level failure accounting field can be inserted or computed from retained failure matrix and rejection ledger,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/method_candidate_rejection_accounting_v1.csv,planned_rows,route_specific_denominator,Track A,route_specific,do not conflate candidate rejection accounting with hard-negative rejection,
8.6,Table 15,direct_llm / direct_llm_same_engine_rewrite exact,not_written,94,computable_from_existing_artifact,route-level failure accounting field can be inserted or computed from retained failure matrix and rejection ledger,reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/table7_failure_accounting_matrix_v3.csv|reports/evaluation/common_core_v0/00_PAPER_EVIDENCE_FREEZE_V1/method_candidate_rejection_accounting_v1.csv,exact_rows,route_specific_denominator,Track A,route_specific,do not conflate candidate rejection accounting with hard-negative rejection,
